date,MRK_unscaled,MRK_monthly,scale,MRK
2016-06-25,26,37.0,0.37,9.62
2016-06-26,15,37.0,0.37,5.55
2016-06-27,71,37.0,0.37,26.27
2016-06-28,54,37.0,0.37,19.98
2016-06-29,71,37.0,0.37,26.27
2016-06-30,25,37.0,0.37,9.25
2016-07-01,82,33.0,0.33,27.060000000000002
2016-07-02,34,33.0,0.33,11.22
2016-07-03,22,33.0,0.33,7.260000000000001
2016-07-04,31,33.0,0.33,10.23
2016-07-05,69,33.0,0.33,22.77
2016-07-06,62,33.0,0.33,20.46
2016-07-07,68,33.0,0.33,22.44
2016-07-08,100,33.0,0.33,33.0
2016-07-09,43,33.0,0.33,14.190000000000001
2016-07-10,21,33.0,0.33,6.930000000000001
2016-07-11,52,33.0,0.33,17.16
2016-07-12,55,33.0,0.33,18.150000000000002
2016-07-13,67,33.0,0.33,22.11
2016-07-14,84,33.0,0.33,27.720000000000002
2016-07-15,31,33.0,0.33,10.23
2016-07-16,39,33.0,0.33,12.870000000000001
2016-07-17,29,33.0,0.33,9.57
2016-07-18,36,33.0,0.33,11.88
2016-07-19,24,33.0,0.33,7.92
2016-07-20,85,33.0,0.33,28.05
2016-07-21,62,33.0,0.33,20.46
2016-07-22,58,33.0,0.33,19.14
2016-07-23,23,33.0,0.33,7.590000000000001
2016-07-24,24,33.0,0.33,7.92
2016-07-25,39,33.0,0.33,12.870000000000001
2016-07-26,54,33.0,0.33,17.82
2016-07-27,53,33.0,0.33,17.490000000000002
2016-07-28,56,33.0,0.33,18.48
2016-07-29,84,33.0,0.33,27.720000000000002
2016-07-30,29,33.0,0.33,9.57
2016-07-31,0,33.0,0.33,0.0
2016-08-01,27,41.0,0.41,11.069999999999999
2016-08-02,40,41.0,0.41,16.4
2016-08-03,33,41.0,0.41,13.53
2016-08-04,25,41.0,0.41,10.25
2016-08-05,100,41.0,0.41,41.0
2016-08-06,18,41.0,0.41,7.38
2016-08-07,9,41.0,0.41,3.69
2016-08-08,46,41.0,0.41,18.86
2016-08-09,44,41.0,0.41,18.04
2016-08-10,37,41.0,0.41,15.17
2016-08-11,36,41.0,0.41,14.76
2016-08-12,26,41.0,0.41,10.66
2016-08-13,13,41.0,0.41,5.33
2016-08-14,6,41.0,0.41,2.46
2016-08-15,47,41.0,0.41,19.27
2016-08-16,32,41.0,0.41,13.12
2016-08-17,15,41.0,0.41,6.1499999999999995
2016-08-18,53,41.0,0.41,21.73
2016-08-19,23,41.0,0.41,9.43
2016-08-20,0,41.0,0.41,0.0
2016-08-21,8,41.0,0.41,3.28
2016-08-22,29,41.0,0.41,11.889999999999999
2016-08-23,32,41.0,0.41,13.12
2016-08-24,54,41.0,0.41,22.139999999999997
2016-08-25,22,41.0,0.41,9.02
2016-08-26,34,41.0,0.41,13.94
2016-08-27,8,41.0,0.41,3.28
2016-08-28,13,41.0,0.41,5.33
2016-08-29,25,41.0,0.41,10.25
2016-08-30,18,41.0,0.41,7.38
2016-08-31,16,41.0,0.41,6.56
2016-09-01,51,29.0,0.29,14.79
2016-09-02,95,29.0,0.29,27.549999999999997
2016-09-03,20,29.0,0.29,5.8
2016-09-04,45,29.0,0.29,13.049999999999999
2016-09-05,50,29.0,0.29,14.499999999999998
2016-09-06,33,29.0,0.29,9.569999999999999
2016-09-07,50,29.0,0.29,14.499999999999998
2016-09-08,77,29.0,0.29,22.33
2016-09-09,64,29.0,0.29,18.56
2016-09-10,26,29.0,0.29,7.539999999999999
2016-09-11,14,29.0,0.29,4.06
2016-09-12,53,29.0,0.29,15.37
2016-09-13,70,29.0,0.29,20.299999999999997
2016-09-14,60,29.0,0.29,17.4
2016-09-15,75,29.0,0.29,21.75
2016-09-16,100,29.0,0.29,28.999999999999996
2016-09-17,0,29.0,0.29,0.0
2016-09-18,28,29.0,0.29,8.12
2016-09-19,61,29.0,0.29,17.689999999999998
2016-09-20,39,29.0,0.29,11.309999999999999
2016-09-21,74,29.0,0.29,21.459999999999997
2016-09-22,63,29.0,0.29,18.27
2016-09-23,72,29.0,0.29,20.88
2016-09-24,50,29.0,0.29,14.499999999999998
2016-09-25,67,29.0,0.29,19.43
2016-09-26,42,29.0,0.29,12.18
2016-09-27,44,29.0,0.29,12.76
2016-09-28,53,29.0,0.29,15.37
2016-09-29,88,29.0,0.29,25.52
2016-09-30,44,29.0,0.29,12.76
2016-10-01,13,34.0,0.34,4.42
2016-10-02,9,34.0,0.34,3.06
2016-10-03,35,34.0,0.34,11.9
2016-10-04,50,34.0,0.34,17.0
2016-10-05,43,34.0,0.34,14.620000000000001
2016-10-06,74,34.0,0.34,25.16
2016-10-07,43,34.0,0.34,14.620000000000001
2016-10-08,25,34.0,0.34,8.5
2016-10-09,38,34.0,0.34,12.920000000000002
2016-10-10,88,34.0,0.34,29.92
2016-10-11,56,34.0,0.34,19.040000000000003
2016-10-12,60,34.0,0.34,20.400000000000002
2016-10-13,61,34.0,0.34,20.740000000000002
2016-10-14,62,34.0,0.34,21.080000000000002
2016-10-15,0,34.0,0.34,0.0
2016-10-16,0,34.0,0.34,0.0
2016-10-17,39,34.0,0.34,13.260000000000002
2016-10-18,92,34.0,0.34,31.28
2016-10-19,44,34.0,0.34,14.96
2016-10-20,52,34.0,0.34,17.68
2016-10-21,52,34.0,0.34,17.68
2016-10-22,39,34.0,0.34,13.260000000000002
2016-10-23,0,34.0,0.34,0.0
2016-10-24,88,34.0,0.34,29.92
2016-10-25,100,34.0,0.34,34.0
2016-10-26,62,34.0,0.34,21.080000000000002
2016-10-27,81,34.0,0.34,27.540000000000003
2016-10-28,80,34.0,0.34,27.200000000000003
2016-10-29,11,34.0,0.34,3.74
2016-10-30,26,34.0,0.34,8.84
2016-10-31,72,34.0,0.34,24.48
2016-11-01,83,34.0,0.34,28.220000000000002
2016-11-02,45,34.0,0.34,15.3
2016-11-03,59,34.0,0.34,20.060000000000002
2016-11-04,25,34.0,0.34,8.5
2016-11-05,25,34.0,0.34,8.5
2016-11-06,21,34.0,0.34,7.140000000000001
2016-11-07,24,34.0,0.34,8.16
2016-11-08,33,34.0,0.34,11.22
2016-11-09,88,34.0,0.34,29.92
2016-11-10,100,34.0,0.34,34.0
2016-11-11,72,34.0,0.34,24.48
2016-11-12,24,34.0,0.34,8.16
2016-11-13,18,34.0,0.34,6.12
2016-11-14,49,34.0,0.34,16.66
2016-11-15,28,34.0,0.34,9.520000000000001
2016-11-16,42,34.0,0.34,14.280000000000001
2016-11-17,51,34.0,0.34,17.34
2016-11-18,41,34.0,0.34,13.940000000000001
2016-11-19,14,34.0,0.34,4.760000000000001
2016-11-20,0,34.0,0.34,0.0
2016-11-21,44,34.0,0.34,14.96
2016-11-22,52,34.0,0.34,17.68
2016-11-23,49,34.0,0.34,16.66
2016-11-24,27,34.0,0.34,9.180000000000001
2016-11-25,24,34.0,0.34,8.16
2016-11-26,7,34.0,0.34,2.3800000000000003
2016-11-27,12,34.0,0.34,4.08
2016-11-28,24,34.0,0.34,8.16
2016-11-29,33,34.0,0.34,11.22
2016-11-30,40,34.0,0.34,13.600000000000001
2016-12-01,55,34.0,0.34,18.700000000000003
2016-12-02,53,34.0,0.34,18.02
2016-12-03,30,34.0,0.34,10.200000000000001
2016-12-04,8,34.0,0.34,2.72
2016-12-05,62,34.0,0.34,21.080000000000002
2016-12-06,60,34.0,0.34,20.400000000000002
2016-12-07,69,34.0,0.34,23.46
2016-12-08,59,34.0,0.34,20.060000000000002
2016-12-09,65,34.0,0.34,22.1
2016-12-10,33,34.0,0.34,11.22
2016-12-11,9,34.0,0.34,3.06
2016-12-12,57,34.0,0.34,19.380000000000003
2016-12-13,100,34.0,0.34,34.0
2016-12-14,60,34.0,0.34,20.400000000000002
2016-12-15,69,34.0,0.34,23.46
2016-12-16,66,34.0,0.34,22.44
2016-12-17,59,34.0,0.34,20.060000000000002
2016-12-18,16,34.0,0.34,5.44
2016-12-19,78,34.0,0.34,26.520000000000003
2016-12-20,58,34.0,0.34,19.720000000000002
2016-12-21,62,34.0,0.34,21.080000000000002
2016-12-22,62,34.0,0.34,21.080000000000002
2016-12-23,52,34.0,0.34,17.68
2016-12-24,0,34.0,0.34,0.0
2016-12-25,30,34.0,0.34,10.200000000000001
2016-12-26,20,34.0,0.34,6.800000000000001
2016-12-27,41,34.0,0.34,13.940000000000001
2016-12-28,70,34.0,0.34,23.8
2016-12-29,48,34.0,0.34,16.32
2016-12-30,51,34.0,0.34,17.34
2016-12-31,25,34.0,0.34,8.5
2017-01-01,26,35.0,0.35,9.1
2017-01-02,12,35.0,0.35,4.199999999999999
2017-01-03,42,35.0,0.35,14.7
2017-01-04,45,35.0,0.35,15.749999999999998
2017-01-05,42,35.0,0.35,14.7
2017-01-06,27,35.0,0.35,9.45
2017-01-07,20,35.0,0.35,7.0
2017-01-08,17,35.0,0.35,5.949999999999999
2017-01-09,40,35.0,0.35,14.0
2017-01-10,49,35.0,0.35,17.15
2017-01-11,100,35.0,0.35,35.0
2017-01-12,65,35.0,0.35,22.75
2017-01-13,49,35.0,0.35,17.15
2017-01-14,20,35.0,0.35,7.0
2017-01-15,11,35.0,0.35,3.8499999999999996
2017-01-16,18,35.0,0.35,6.3
2017-01-17,37,35.0,0.35,12.95
2017-01-18,60,35.0,0.35,21.0
2017-01-19,48,35.0,0.35,16.799999999999997
2017-01-20,75,35.0,0.35,26.25
2017-01-21,26,35.0,0.35,9.1
2017-01-22,7,35.0,0.35,2.4499999999999997
2017-01-23,32,35.0,0.35,11.2
2017-01-24,34,35.0,0.35,11.899999999999999
2017-01-25,49,35.0,0.35,17.15
2017-01-26,64,35.0,0.35,22.4
2017-01-27,38,35.0,0.35,13.299999999999999
2017-01-28,20,35.0,0.35,7.0
2017-01-29,22,35.0,0.35,7.699999999999999
2017-01-30,33,35.0,0.35,11.549999999999999
2017-01-31,47,35.0,0.35,16.45
2017-02-01,100,40.0,0.4,40.0
2017-02-02,89,40.0,0.4,35.6
2017-02-03,62,40.0,0.4,24.8
2017-02-04,23,40.0,0.4,9.200000000000001
2017-02-05,27,40.0,0.4,10.8
2017-02-06,59,40.0,0.4,23.6
2017-02-07,74,40.0,0.4,29.6
2017-02-08,50,40.0,0.4,20.0
2017-02-09,61,40.0,0.4,24.400000000000002
2017-02-10,45,40.0,0.4,18.0
2017-02-11,17,40.0,0.4,6.800000000000001
2017-02-12,34,40.0,0.4,13.600000000000001
2017-02-13,51,40.0,0.4,20.400000000000002
2017-02-14,68,40.0,0.4,27.200000000000003
2017-02-15,82,40.0,0.4,32.800000000000004
2017-02-16,50,40.0,0.4,20.0
2017-02-17,32,40.0,0.4,12.8
2017-02-18,21,40.0,0.4,8.4
2017-02-19,0,40.0,0.4,0.0
2017-02-20,37,40.0,0.4,14.8
2017-02-21,41,40.0,0.4,16.400000000000002
2017-02-22,58,40.0,0.4,23.200000000000003
2017-02-23,38,40.0,0.4,15.200000000000001
2017-02-24,40,40.0,0.4,16.0
2017-02-25,28,40.0,0.4,11.200000000000001
2017-02-26,11,40.0,0.4,4.4
2017-02-27,20,40.0,0.4,8.0
2017-02-28,44,40.0,0.4,17.6
2017-03-01,75,34.0,0.34,25.500000000000004
2017-03-02,93,34.0,0.34,31.62
2017-03-03,100,34.0,0.34,34.0
2017-03-04,56,34.0,0.34,19.040000000000003
2017-03-05,35,34.0,0.34,11.9
2017-03-06,60,34.0,0.34,20.400000000000002
2017-03-07,67,34.0,0.34,22.78
2017-03-08,89,34.0,0.34,30.26
2017-03-09,68,34.0,0.34,23.12
2017-03-10,72,34.0,0.34,24.48
2017-03-11,51,34.0,0.34,17.34
2017-03-12,28,34.0,0.34,9.520000000000001
2017-03-13,79,34.0,0.34,26.860000000000003
2017-03-14,53,34.0,0.34,18.02
2017-03-15,73,34.0,0.34,24.82
2017-03-16,59,34.0,0.34,20.060000000000002
2017-03-17,83,34.0,0.34,28.220000000000002
2017-03-18,28,34.0,0.34,9.520000000000001
2017-03-19,22,34.0,0.34,7.48
2017-03-20,54,34.0,0.34,18.360000000000003
2017-03-21,35,34.0,0.34,11.9
2017-03-22,61,34.0,0.34,20.740000000000002
2017-03-23,67,34.0,0.34,22.78
2017-03-24,57,34.0,0.34,19.380000000000003
2017-03-25,47,34.0,0.34,15.98
2017-03-26,37,34.0,0.34,12.58
2017-03-27,43,34.0,0.34,14.620000000000001
2017-03-28,68,34.0,0.34,23.12
2017-03-29,79,34.0,0.34,26.860000000000003
2017-03-30,54,34.0,0.34,18.360000000000003
2017-03-31,44,34.0,0.34,14.96
2017-04-01,26,26.0,0.26,6.76
2017-04-02,18,26.0,0.26,4.68
2017-04-03,81,26.0,0.26,21.060000000000002
2017-04-04,90,26.0,0.26,23.400000000000002
2017-04-05,36,26.0,0.26,9.36
2017-04-06,37,26.0,0.26,9.620000000000001
2017-04-07,85,26.0,0.26,22.1
2017-04-08,36,26.0,0.26,9.36
2017-04-09,49,26.0,0.26,12.74
2017-04-10,72,26.0,0.26,18.72
2017-04-11,80,26.0,0.26,20.8
2017-04-12,44,26.0,0.26,11.440000000000001
2017-04-13,70,26.0,0.26,18.2
2017-04-14,54,26.0,0.26,14.040000000000001
2017-04-15,36,26.0,0.26,9.36
2017-04-16,16,26.0,0.26,4.16
2017-04-17,87,26.0,0.26,22.62
2017-04-18,50,26.0,0.26,13.0
2017-04-19,66,26.0,0.26,17.16
2017-04-20,91,26.0,0.26,23.66
2017-04-21,35,26.0,0.26,9.1
2017-04-22,22,26.0,0.26,5.720000000000001
2017-04-23,27,26.0,0.26,7.0200000000000005
2017-04-24,41,26.0,0.26,10.66
2017-04-25,89,26.0,0.26,23.14
2017-04-26,100,26.0,0.26,26.0
2017-04-27,73,26.0,0.26,18.98
2017-04-28,47,26.0,0.26,12.22
2017-04-29,42,26.0,0.26,10.92
2017-04-30,0,26.0,0.26,0.0
2017-05-01,37,35.0,0.35,12.95
2017-05-02,76,35.0,0.35,26.599999999999998
2017-05-03,93,35.0,0.35,32.55
2017-05-04,76,35.0,0.35,26.599999999999998
2017-05-05,78,35.0,0.35,27.299999999999997
2017-05-06,21,35.0,0.35,7.35
2017-05-07,14,35.0,0.35,4.8999999999999995
2017-05-08,55,35.0,0.35,19.25
2017-05-09,50,35.0,0.35,17.5
2017-05-10,89,35.0,0.35,31.15
2017-05-11,83,35.0,0.35,29.049999999999997
2017-05-12,59,35.0,0.35,20.65
2017-05-13,32,35.0,0.35,11.2
2017-05-14,23,35.0,0.35,8.049999999999999
2017-05-15,66,35.0,0.35,23.099999999999998
2017-05-16,42,35.0,0.35,14.7
2017-05-17,58,35.0,0.35,20.299999999999997
2017-05-18,54,35.0,0.35,18.9
2017-05-19,73,35.0,0.35,25.549999999999997
2017-05-20,58,35.0,0.35,20.299999999999997
2017-05-21,0,35.0,0.35,0.0
2017-05-22,36,35.0,0.35,12.6
2017-05-23,54,35.0,0.35,18.9
2017-05-24,100,35.0,0.35,35.0
2017-05-25,63,35.0,0.35,22.049999999999997
2017-05-26,44,35.0,0.35,15.399999999999999
2017-05-27,27,35.0,0.35,9.45
2017-05-28,0,35.0,0.35,0.0
2017-05-29,22,35.0,0.35,7.699999999999999
2017-05-30,71,35.0,0.35,24.849999999999998
2017-05-31,71,35.0,0.35,24.849999999999998
2017-06-01,46,37.0,0.37,17.02
2017-06-02,78,37.0,0.37,28.86
2017-06-03,27,37.0,0.37,9.99
2017-06-04,11,37.0,0.37,4.07
2017-06-05,42,37.0,0.37,15.54
2017-06-06,54,37.0,0.37,19.98
2017-06-07,48,37.0,0.37,17.759999999999998
2017-06-08,45,37.0,0.37,16.65
2017-06-09,63,37.0,0.37,23.31
2017-06-10,27,37.0,0.37,9.99
2017-06-11,24,37.0,0.37,8.879999999999999
2017-06-12,52,37.0,0.37,19.24
2017-06-13,87,37.0,0.37,32.19
2017-06-14,62,37.0,0.37,22.94
2017-06-15,40,37.0,0.37,14.8
2017-06-16,49,37.0,0.37,18.13
2017-06-17,21,37.0,0.37,7.77
2017-06-18,30,37.0,0.37,11.1
2017-06-19,65,37.0,0.37,24.05
2017-06-20,70,37.0,0.37,25.9
2017-06-21,70,37.0,0.37,25.9
2017-06-22,53,37.0,0.37,19.61
2017-06-23,63,37.0,0.37,23.31
2017-06-24,24,37.0,0.37,8.879999999999999
2017-06-25,23,37.0,0.37,8.51
2017-06-26,46,37.0,0.37,17.02
2017-06-27,100,37.0,0.37,37.0
2017-06-28,83,37.0,0.37,30.71
2017-06-29,54,37.0,0.37,19.98
2017-06-30,51,37.0,0.37,18.87
2017-07-01,19,31.0,0.31,5.89
2017-07-02,12,31.0,0.31,3.7199999999999998
2017-07-03,57,31.0,0.31,17.669999999999998
2017-07-04,10,31.0,0.31,3.1
2017-07-05,53,31.0,0.31,16.43
2017-07-06,55,31.0,0.31,17.05
2017-07-07,29,31.0,0.31,8.99
2017-07-08,19,31.0,0.31,5.89
2017-07-09,22,31.0,0.31,6.82
2017-07-10,23,31.0,0.31,7.13
2017-07-11,51,31.0,0.31,15.81
2017-07-12,72,31.0,0.31,22.32
2017-07-13,33,31.0,0.31,10.23
2017-07-14,43,31.0,0.31,13.33
2017-07-15,14,31.0,0.31,4.34
2017-07-16,17,31.0,0.31,5.27
2017-07-17,41,31.0,0.31,12.709999999999999
2017-07-18,53,31.0,0.31,16.43
2017-07-19,32,31.0,0.31,9.92
2017-07-20,31,31.0,0.31,9.61
2017-07-21,36,31.0,0.31,11.16
2017-07-22,25,31.0,0.31,7.75
2017-07-23,15,31.0,0.31,4.65
2017-07-24,36,31.0,0.31,11.16
2017-07-25,44,31.0,0.31,13.64
2017-07-26,37,31.0,0.31,11.47
2017-07-27,85,31.0,0.31,26.35
2017-07-28,100,31.0,0.31,31.0
2017-07-29,8,31.0,0.31,2.48
2017-07-30,21,31.0,0.31,6.51
2017-07-31,44,31.0,0.31,13.64
2017-08-01,49,30.0,0.3,14.7
2017-08-02,32,30.0,0.3,9.6
2017-08-03,51,30.0,0.3,15.299999999999999
2017-08-04,37,30.0,0.3,11.1
2017-08-05,29,30.0,0.3,8.7
2017-08-06,9,30.0,0.3,2.6999999999999997
2017-08-07,27,30.0,0.3,8.1
2017-08-08,52,30.0,0.3,15.6
2017-08-09,16,30.0,0.3,4.8
2017-08-10,0,30.0,0.3,0.0
2017-08-11,29,30.0,0.3,8.7
2017-08-12,20,30.0,0.3,6.0
2017-08-13,27,30.0,0.3,8.1
2017-08-14,100,30.0,0.3,30.0
2017-08-15,63,30.0,0.3,18.9
2017-08-16,21,30.0,0.3,6.3
2017-08-17,53,30.0,0.3,15.899999999999999
2017-08-18,41,30.0,0.3,12.299999999999999
2017-08-19,23,30.0,0.3,6.8999999999999995
2017-08-20,22,30.0,0.3,6.6
2017-08-21,32,30.0,0.3,9.6
2017-08-22,28,30.0,0.3,8.4
2017-08-23,21,30.0,0.3,6.3
2017-08-24,34,30.0,0.3,10.2
2017-08-25,32,30.0,0.3,9.6
2017-08-26,26,30.0,0.3,7.8
2017-08-27,16,30.0,0.3,4.8
2017-08-28,52,30.0,0.3,15.6
2017-08-29,34,30.0,0.3,10.2
2017-08-30,53,30.0,0.3,15.899999999999999
2017-08-31,29,30.0,0.3,8.7
2017-09-01,77,28.0,0.28,21.560000000000002
2017-09-02,32,28.0,0.28,8.96
2017-09-03,0,28.0,0.28,0.0
2017-09-04,16,28.0,0.28,4.48
2017-09-05,45,28.0,0.28,12.600000000000001
2017-09-06,40,28.0,0.28,11.200000000000001
2017-09-07,20,28.0,0.28,5.6000000000000005
2017-09-08,52,28.0,0.28,14.560000000000002
2017-09-09,43,28.0,0.28,12.040000000000001
2017-09-10,57,28.0,0.28,15.96
2017-09-11,39,28.0,0.28,10.920000000000002
2017-09-12,47,28.0,0.28,13.160000000000002
2017-09-13,32,28.0,0.28,8.96
2017-09-14,57,28.0,0.28,15.96
2017-09-15,61,28.0,0.28,17.080000000000002
2017-09-16,31,28.0,0.28,8.680000000000001
2017-09-17,12,28.0,0.28,3.3600000000000003
2017-09-18,45,28.0,0.28,12.600000000000001
2017-09-19,61,28.0,0.28,17.080000000000002
2017-09-20,46,28.0,0.28,12.88
2017-09-21,54,28.0,0.28,15.120000000000001
2017-09-22,49,28.0,0.28,13.72
2017-09-23,29,28.0,0.28,8.120000000000001
2017-09-24,46,28.0,0.28,12.88
2017-09-25,72,28.0,0.28,20.160000000000004
2017-09-26,44,28.0,0.28,12.32
2017-09-27,71,28.0,0.28,19.880000000000003
2017-09-28,12,28.0,0.28,3.3600000000000003
2017-09-29,100,28.0,0.28,28.000000000000004
2017-09-30,25,28.0,0.28,7.000000000000001
2017-10-01,8,36.0,0.36,2.88
2017-10-02,16,36.0,0.36,5.76
2017-10-03,41,36.0,0.36,14.76
2017-10-04,28,36.0,0.36,10.08
2017-10-05,32,36.0,0.36,11.52
2017-10-06,17,36.0,0.36,6.12
2017-10-07,0,36.0,0.36,0.0
2017-10-08,8,36.0,0.36,2.88
2017-10-09,0,36.0,0.36,0.0
2017-10-10,31,36.0,0.36,11.16
2017-10-11,36,36.0,0.36,12.959999999999999
2017-10-12,28,36.0,0.36,10.08
2017-10-13,15,36.0,0.36,5.3999999999999995
2017-10-14,10,36.0,0.36,3.5999999999999996
2017-10-15,0,36.0,0.36,0.0
2017-10-16,22,36.0,0.36,7.92
2017-10-17,41,36.0,0.36,14.76
2017-10-18,46,36.0,0.36,16.56
2017-10-19,31,36.0,0.36,11.16
2017-10-20,34,36.0,0.36,12.24
2017-10-21,19,36.0,0.36,6.84
2017-10-22,16,36.0,0.36,5.76
2017-10-23,18,36.0,0.36,6.4799999999999995
2017-10-24,16,36.0,0.36,5.76
2017-10-25,27,36.0,0.36,9.719999999999999
2017-10-26,30,36.0,0.36,10.799999999999999
2017-10-27,73,36.0,0.36,26.279999999999998
2017-10-28,33,36.0,0.36,11.879999999999999
2017-10-29,21,36.0,0.36,7.56
2017-10-30,100,36.0,0.36,36.0
2017-10-31,63,36.0,0.36,22.68
2017-11-01,100,36.0,0.36,36.0
2017-11-02,84,36.0,0.36,30.24
2017-11-03,77,36.0,0.36,27.72
2017-11-04,42,36.0,0.36,15.12
2017-11-05,23,36.0,0.36,8.28
2017-11-06,58,36.0,0.36,20.88
2017-11-07,72,36.0,0.36,25.919999999999998
2017-11-08,64,36.0,0.36,23.04
2017-11-09,72,36.0,0.36,25.919999999999998
2017-11-10,72,36.0,0.36,25.919999999999998
2017-11-11,23,36.0,0.36,8.28
2017-11-12,31,36.0,0.36,11.16
2017-11-13,63,36.0,0.36,22.68
2017-11-14,55,36.0,0.36,19.8
2017-11-15,83,36.0,0.36,29.88
2017-11-16,38,36.0,0.36,13.68
2017-11-17,65,36.0,0.36,23.4
2017-11-18,21,36.0,0.36,7.56
2017-11-19,26,36.0,0.36,9.36
2017-11-20,98,36.0,0.36,35.28
2017-11-21,57,36.0,0.36,20.52
2017-11-22,77,36.0,0.36,27.72
2017-11-23,54,36.0,0.36,19.439999999999998
2017-11-24,28,36.0,0.36,10.08
2017-11-25,11,36.0,0.36,3.96
2017-11-26,25,36.0,0.36,9.0
2017-11-27,54,36.0,0.36,19.439999999999998
2017-11-28,82,36.0,0.36,29.52
2017-11-29,87,36.0,0.36,31.32
2017-11-30,66,36.0,0.36,23.759999999999998
2017-12-01,37,36.0,0.36,13.32
2017-12-02,47,36.0,0.36,16.919999999999998
2017-12-03,12,36.0,0.36,4.32
2017-12-04,86,36.0,0.36,30.959999999999997
2017-12-05,47,36.0,0.36,16.919999999999998
2017-12-06,61,36.0,0.36,21.96
2017-12-07,66,36.0,0.36,23.759999999999998
2017-12-08,31,36.0,0.36,11.16
2017-12-09,23,36.0,0.36,8.28
2017-12-10,16,36.0,0.36,5.76
2017-12-11,67,36.0,0.36,24.119999999999997
2017-12-12,59,36.0,0.36,21.24
2017-12-13,40,36.0,0.36,14.399999999999999
2017-12-14,55,36.0,0.36,19.8
2017-12-15,45,36.0,0.36,16.2
2017-12-16,37,36.0,0.36,13.32
2017-12-17,25,36.0,0.36,9.0
2017-12-18,46,36.0,0.36,16.56
2017-12-19,83,36.0,0.36,29.88
2017-12-20,100,36.0,0.36,36.0
2017-12-21,71,36.0,0.36,25.56
2017-12-22,57,36.0,0.36,20.52
2017-12-23,28,36.0,0.36,10.08
2017-12-24,0,36.0,0.36,0.0
2017-12-25,48,36.0,0.36,17.28
2017-12-26,0,36.0,0.36,0.0
2017-12-27,70,36.0,0.36,25.2
2017-12-28,60,36.0,0.36,21.599999999999998
2017-12-29,43,36.0,0.36,15.479999999999999
2017-12-30,26,36.0,0.36,9.36
2017-12-31,0,36.0,0.36,0.0
2018-01-01,8,49.0,0.49,3.92
2018-01-02,35,49.0,0.49,17.15
2018-01-03,27,49.0,0.49,13.23
2018-01-04,27,49.0,0.49,13.23
2018-01-05,47,49.0,0.49,23.03
2018-01-06,0,49.0,0.49,0.0
2018-01-07,10,49.0,0.49,4.9
2018-01-08,35,49.0,0.49,17.15
2018-01-09,45,49.0,0.49,22.05
2018-01-10,60,49.0,0.49,29.4
2018-01-11,40,49.0,0.49,19.6
2018-01-12,48,49.0,0.49,23.52
2018-01-13,23,49.0,0.49,11.27
2018-01-14,16,49.0,0.49,7.84
2018-01-15,17,49.0,0.49,8.33
2018-01-16,100,49.0,0.49,49.0
2018-01-17,78,49.0,0.49,38.22
2018-01-18,50,49.0,0.49,24.5
2018-01-19,67,49.0,0.49,32.83
2018-01-20,31,49.0,0.49,15.19
2018-01-21,17,49.0,0.49,8.33
2018-01-22,54,49.0,0.49,26.46
2018-01-23,46,49.0,0.49,22.54
2018-01-24,39,49.0,0.49,19.11
2018-01-25,35,49.0,0.49,17.15
2018-01-26,31,49.0,0.49,15.19
2018-01-27,26,49.0,0.49,12.74
2018-01-28,22,49.0,0.49,10.78
2018-01-29,49,49.0,0.49,24.009999999999998
2018-01-30,30,49.0,0.49,14.7
2018-01-31,67,49.0,0.49,32.83
2018-02-01,47,49.0,0.49,23.03
2018-02-02,100,49.0,0.49,49.0
2018-02-03,27,49.0,0.49,13.23
2018-02-04,0,49.0,0.49,0.0
2018-02-05,77,49.0,0.49,37.73
2018-02-06,80,49.0,0.49,39.2
2018-02-07,66,49.0,0.49,32.339999999999996
2018-02-08,73,49.0,0.49,35.769999999999996
2018-02-09,99,49.0,0.49,48.51
2018-02-10,41,49.0,0.49,20.09
2018-02-11,19,49.0,0.49,9.31
2018-02-12,63,49.0,0.49,30.87
2018-02-13,62,49.0,0.49,30.38
2018-02-14,67,49.0,0.49,32.83
2018-02-15,71,49.0,0.49,34.79
2018-02-16,47,49.0,0.49,23.03
2018-02-17,19,49.0,0.49,9.31
2018-02-18,20,49.0,0.49,9.8
2018-02-19,17,49.0,0.49,8.33
2018-02-20,50,49.0,0.49,24.5
2018-02-21,62,49.0,0.49,30.38
2018-02-22,54,49.0,0.49,26.46
2018-02-23,73,49.0,0.49,35.769999999999996
2018-02-24,16,49.0,0.49,7.84
2018-02-25,21,49.0,0.49,10.29
2018-02-26,57,49.0,0.49,27.93
2018-02-27,69,49.0,0.49,33.81
2018-02-28,44,49.0,0.49,21.56
2018-03-01,70,34.0,0.34,23.8
2018-03-02,56,34.0,0.34,19.040000000000003
2018-03-03,22,34.0,0.34,7.48
2018-03-04,16,34.0,0.34,5.44
2018-03-05,49,34.0,0.34,16.66
2018-03-06,54,34.0,0.34,18.360000000000003
2018-03-07,7,34.0,0.34,2.3800000000000003
2018-03-08,57,34.0,0.34,19.380000000000003
2018-03-09,100,34.0,0.34,34.0
2018-03-10,17,34.0,0.34,5.78
2018-03-11,30,34.0,0.34,10.200000000000001
2018-03-12,43,34.0,0.34,14.620000000000001
2018-03-13,41,34.0,0.34,13.940000000000001
2018-03-14,77,34.0,0.34,26.180000000000003
2018-03-15,50,34.0,0.34,17.0
