date,UNH_unscaled,UNH_monthly,scale,UNH
2019-05-28,56,63.0,0.63,35.28
2019-05-29,52,63.0,0.63,32.76
2019-05-30,43,63.0,0.63,27.09
2019-05-31,48,63.0,0.63,30.240000000000002
2019-06-01,35,49.0,0.49,17.15
2019-06-02,41,49.0,0.49,20.09
2019-06-03,90,49.0,0.49,44.1
2019-06-04,95,49.0,0.49,46.55
2019-06-05,85,49.0,0.49,41.65
2019-06-06,77,49.0,0.49,37.73
2019-06-07,70,49.0,0.49,34.3
2019-06-08,43,49.0,0.49,21.07
2019-06-09,39,49.0,0.49,19.11
2019-06-10,79,49.0,0.49,38.71
2019-06-11,91,49.0,0.49,44.589999999999996
2019-06-12,80,49.0,0.49,39.2
2019-06-13,76,49.0,0.49,37.24
2019-06-14,73,49.0,0.49,35.769999999999996
2019-06-15,43,49.0,0.49,21.07
2019-06-16,49,49.0,0.49,24.009999999999998
2019-06-17,84,49.0,0.49,41.16
2019-06-18,80,49.0,0.49,39.2
2019-06-19,88,49.0,0.49,43.12
2019-06-20,100,49.0,0.49,49.0
2019-06-21,97,49.0,0.49,47.53
2019-06-22,39,49.0,0.49,19.11
2019-06-23,52,49.0,0.49,25.48
2019-06-24,85,49.0,0.49,41.65
2019-06-25,89,49.0,0.49,43.61
2019-06-26,93,49.0,0.49,45.57
2019-06-27,93,49.0,0.49,45.57
2019-06-28,83,49.0,0.49,40.67
2019-06-29,43,49.0,0.49,21.07
2019-06-30,39,49.0,0.49,19.11
2019-07-01,57,50.0,0.5,28.5
2019-07-02,48,50.0,0.5,24.0
2019-07-03,40,50.0,0.5,20.0
2019-07-04,24,50.0,0.5,12.0
2019-07-05,42,50.0,0.5,21.0
2019-07-06,29,50.0,0.5,14.5
2019-07-07,31,50.0,0.5,15.5
2019-07-08,76,50.0,0.5,38.0
2019-07-09,62,50.0,0.5,31.0
2019-07-10,68,50.0,0.5,34.0
2019-07-11,94,50.0,0.5,47.0
2019-07-12,71,50.0,0.5,35.5
2019-07-13,28,50.0,0.5,14.0
2019-07-14,35,50.0,0.5,17.5
2019-07-15,70,50.0,0.5,35.0
2019-07-16,77,50.0,0.5,38.5
2019-07-17,80,50.0,0.5,40.0
2019-07-18,100,50.0,0.5,50.0
2019-07-19,61,50.0,0.5,30.5
2019-07-20,36,50.0,0.5,18.0
2019-07-21,30,50.0,0.5,15.0
2019-07-22,63,50.0,0.5,31.5
2019-07-23,75,50.0,0.5,37.5
2019-07-24,72,50.0,0.5,36.0
2019-07-25,62,50.0,0.5,31.0
2019-07-26,57,50.0,0.5,28.5
2019-07-27,30,50.0,0.5,15.0
2019-07-28,36,50.0,0.5,18.0
2019-07-29,66,50.0,0.5,33.0
2019-07-30,66,50.0,0.5,33.0
2019-07-31,56,50.0,0.5,28.0
2019-08-01,37,67.0,0.67,24.790000000000003
2019-08-02,40,67.0,0.67,26.8
2019-08-03,24,67.0,0.67,16.080000000000002
2019-08-04,20,67.0,0.67,13.4
2019-08-05,37,67.0,0.67,24.790000000000003
2019-08-06,37,67.0,0.67,24.790000000000003
2019-08-07,37,67.0,0.67,24.790000000000003
2019-08-08,44,67.0,0.67,29.48
2019-08-09,31,67.0,0.67,20.77
2019-08-10,21,67.0,0.67,14.07
2019-08-11,25,67.0,0.67,16.75
2019-08-12,37,67.0,0.67,24.790000000000003
2019-08-13,39,67.0,0.67,26.130000000000003
2019-08-14,45,67.0,0.67,30.150000000000002
2019-08-15,37,67.0,0.67,24.790000000000003
2019-08-16,40,67.0,0.67,26.8
2019-08-17,23,67.0,0.67,15.41
2019-08-18,31,67.0,0.67,20.77
2019-08-19,51,67.0,0.67,34.17
2019-08-20,52,67.0,0.67,34.84
2019-08-21,41,67.0,0.67,27.470000000000002
2019-08-22,57,67.0,0.67,38.190000000000005
2019-08-23,68,67.0,0.67,45.56
2019-08-24,55,67.0,0.67,36.85
2019-08-25,67,67.0,0.67,44.89
2019-08-26,100,67.0,0.67,67.0
2019-08-27,93,67.0,0.67,62.31
2019-08-28,77,67.0,0.67,51.59
2019-08-29,77,67.0,0.67,51.59
2019-08-30,50,67.0,0.67,33.5
2019-08-31,42,67.0,0.67,28.14
2019-09-01,57,82.0,0.82,46.739999999999995
2019-09-02,68,82.0,0.82,55.76
2019-09-03,100,82.0,0.82,82.0
2019-09-04,84,82.0,0.82,68.88
2019-09-05,92,82.0,0.82,75.44
2019-09-06,75,82.0,0.82,61.49999999999999
2019-09-07,92,82.0,0.82,75.44
2019-09-08,71,82.0,0.82,58.22
2019-09-09,78,82.0,0.82,63.959999999999994
2019-09-10,89,82.0,0.82,72.97999999999999
2019-09-11,86,82.0,0.82,70.52
2019-09-12,88,82.0,0.82,72.16
2019-09-13,77,82.0,0.82,63.13999999999999
2019-09-14,80,82.0,0.82,65.6
2019-09-15,83,82.0,0.82,68.06
2019-09-16,74,82.0,0.82,60.68
2019-09-17,91,82.0,0.82,74.61999999999999
2019-09-18,77,82.0,0.82,63.13999999999999
2019-09-19,84,82.0,0.82,68.88
2019-09-20,70,82.0,0.82,57.4
2019-09-21,72,82.0,0.82,59.04
2019-09-22,72,82.0,0.82,59.04
2019-09-23,82,82.0,0.82,67.24
2019-09-24,80,82.0,0.82,65.6
2019-09-25,90,82.0,0.82,73.8
2019-09-26,87,82.0,0.82,71.33999999999999
2019-09-27,79,82.0,0.82,64.78
2019-09-28,96,82.0,0.82,78.72
2019-09-29,63,82.0,0.82,51.66
2019-09-30,96,82.0,0.82,78.72
2019-10-01,77,81.0,0.81,62.370000000000005
2019-10-02,76,81.0,0.81,61.56
2019-10-03,81,81.0,0.81,65.61
2019-10-04,72,81.0,0.81,58.32000000000001
2019-10-05,78,81.0,0.81,63.18000000000001
2019-10-06,60,81.0,0.81,48.6
2019-10-07,81,81.0,0.81,65.61
2019-10-08,75,81.0,0.81,60.75000000000001
2019-10-09,75,81.0,0.81,60.75000000000001
2019-10-10,67,81.0,0.81,54.27
2019-10-11,62,81.0,0.81,50.220000000000006
2019-10-12,50,81.0,0.81,40.5
2019-10-13,56,81.0,0.81,45.36
2019-10-14,56,81.0,0.81,45.36
2019-10-15,100,81.0,0.81,81.0
2019-10-16,86,81.0,0.81,69.66000000000001
2019-10-17,68,81.0,0.81,55.080000000000005
2019-10-18,57,81.0,0.81,46.17
2019-10-19,70,81.0,0.81,56.7
2019-10-20,42,81.0,0.81,34.02
2019-10-21,52,81.0,0.81,42.120000000000005
2019-10-22,78,81.0,0.81,63.18000000000001
2019-10-23,72,81.0,0.81,58.32000000000001
2019-10-24,60,81.0,0.81,48.6
2019-10-25,54,81.0,0.81,43.74
2019-10-26,52,81.0,0.81,42.120000000000005
2019-10-27,55,81.0,0.81,44.550000000000004
2019-10-28,61,81.0,0.81,49.410000000000004
2019-10-29,69,81.0,0.81,55.89
2019-10-30,67,81.0,0.81,54.27
2019-10-31,59,81.0,0.81,47.790000000000006
2019-11-01,71,76.0,0.76,53.96
2019-11-02,100,76.0,0.76,76.0
2019-11-03,68,76.0,0.76,51.68
2019-11-04,82,76.0,0.76,62.32
2019-11-05,74,76.0,0.76,56.24
2019-11-06,92,76.0,0.76,69.92
2019-11-07,81,76.0,0.76,61.56
2019-11-08,74,76.0,0.76,56.24
2019-11-09,69,76.0,0.76,52.44
2019-11-10,68,76.0,0.76,51.68
2019-11-11,58,76.0,0.76,44.08
2019-11-12,75,76.0,0.76,57.0
2019-11-13,96,76.0,0.76,72.96000000000001
2019-11-14,81,76.0,0.76,61.56
2019-11-15,82,76.0,0.76,62.32
2019-11-16,87,76.0,0.76,66.12
2019-11-17,71,76.0,0.76,53.96
2019-11-18,97,76.0,0.76,73.72
2019-11-19,81,76.0,0.76,61.56
2019-11-20,88,76.0,0.76,66.88
2019-11-21,83,76.0,0.76,63.08
2019-11-22,87,76.0,0.76,66.12
2019-11-23,94,76.0,0.76,71.44
2019-11-24,73,76.0,0.76,55.480000000000004
2019-11-25,84,76.0,0.76,63.84
2019-11-26,61,76.0,0.76,46.36
2019-11-27,54,76.0,0.76,41.04
2019-11-28,29,76.0,0.76,22.04
2019-11-29,36,76.0,0.76,27.36
2019-11-30,29,76.0,0.76,22.04
2019-12-01,55,57.0,0.57,31.349999999999998
2019-12-02,84,57.0,0.57,47.879999999999995
2019-12-03,89,57.0,0.57,50.73
2019-12-04,74,57.0,0.57,42.18
2019-12-05,100,57.0,0.57,56.99999999999999
2019-12-06,72,57.0,0.57,41.04
2019-12-07,54,57.0,0.57,30.779999999999998
2019-12-08,46,57.0,0.57,26.22
2019-12-09,85,57.0,0.57,48.449999999999996
2019-12-10,69,57.0,0.57,39.33
2019-12-11,67,57.0,0.57,38.19
2019-12-12,69,57.0,0.57,39.33
2019-12-13,73,57.0,0.57,41.61
2019-12-14,53,57.0,0.57,30.209999999999997
2019-12-15,64,57.0,0.57,36.48
2019-12-16,85,57.0,0.57,48.449999999999996
2019-12-17,69,57.0,0.57,39.33
2019-12-18,59,57.0,0.57,33.629999999999995
2019-12-19,69,57.0,0.57,39.33
2019-12-20,50,57.0,0.57,28.499999999999996
2019-12-21,31,57.0,0.57,17.669999999999998
2019-12-22,31,57.0,0.57,17.669999999999998
2019-12-23,55,57.0,0.57,31.349999999999998
2019-12-24,39,57.0,0.57,22.229999999999997
2019-12-25,23,57.0,0.57,13.11
2019-12-26,44,57.0,0.57,25.08
2019-12-27,59,57.0,0.57,33.629999999999995
2019-12-28,50,57.0,0.57,28.499999999999996
2019-12-29,28,57.0,0.57,15.959999999999999
2019-12-30,55,57.0,0.57,31.349999999999998
2019-12-31,35,57.0,0.57,19.95
2020-01-01,22,68.0,0.68,14.96
2020-01-02,48,68.0,0.68,32.64
2020-01-03,44,68.0,0.68,29.92
2020-01-04,34,68.0,0.68,23.12
2020-01-05,28,68.0,0.68,19.040000000000003
2020-01-06,45,68.0,0.68,30.6
2020-01-07,47,68.0,0.68,31.96
2020-01-08,53,68.0,0.68,36.04
2020-01-09,52,68.0,0.68,35.36
2020-01-10,47,68.0,0.68,31.96
2020-01-11,34,68.0,0.68,23.12
2020-01-12,37,68.0,0.68,25.16
2020-01-13,61,68.0,0.68,41.480000000000004
2020-01-14,70,68.0,0.68,47.6
2020-01-15,74,68.0,0.68,50.32
2020-01-16,64,68.0,0.68,43.52
2020-01-17,67,68.0,0.68,45.56
2020-01-18,50,68.0,0.68,34.0
2020-01-19,54,68.0,0.68,36.720000000000006
2020-01-20,62,68.0,0.68,42.160000000000004
2020-01-21,100,68.0,0.68,68.0
2020-01-22,79,68.0,0.68,53.720000000000006
2020-01-23,64,68.0,0.68,43.52
2020-01-24,63,68.0,0.68,42.84
2020-01-25,53,68.0,0.68,36.04
2020-01-26,41,68.0,0.68,27.880000000000003
2020-01-27,73,68.0,0.68,49.64
2020-01-28,85,68.0,0.68,57.800000000000004
2020-01-29,72,68.0,0.68,48.96
2020-01-30,79,68.0,0.68,53.720000000000006
2020-01-31,63,68.0,0.68,42.84
2020-02-01,60,73.0,0.73,43.8
2020-02-02,43,73.0,0.73,31.39
2020-02-03,67,73.0,0.73,48.91
2020-02-04,63,73.0,0.73,45.99
2020-02-05,69,73.0,0.73,50.37
2020-02-06,73,73.0,0.73,53.29
2020-02-07,70,73.0,0.73,51.1
2020-02-08,46,73.0,0.73,33.58
2020-02-09,54,73.0,0.73,39.42
2020-02-10,84,73.0,0.73,61.32
2020-02-11,81,73.0,0.73,59.129999999999995
2020-02-12,76,73.0,0.73,55.48
2020-02-13,61,73.0,0.73,44.53
2020-02-14,67,73.0,0.73,48.91
2020-02-15,52,73.0,0.73,37.96
2020-02-16,48,73.0,0.73,35.04
2020-02-17,72,73.0,0.73,52.56
2020-02-18,78,73.0,0.73,56.94
2020-02-19,79,73.0,0.73,57.67
2020-02-20,76,73.0,0.73,55.48
2020-02-21,65,73.0,0.73,47.449999999999996
2020-02-22,42,73.0,0.73,30.66
2020-02-23,42,73.0,0.73,30.66
2020-02-24,85,73.0,0.73,62.05
2020-02-25,100,73.0,0.73,73.0
2020-02-26,77,73.0,0.73,56.21
2020-02-27,86,73.0,0.73,62.78
2020-02-28,68,73.0,0.73,49.64
2020-02-29,67,73.0,0.73,48.91
2020-03-01,42,63.0,0.63,26.46
2020-03-02,76,63.0,0.63,47.88
2020-03-03,73,63.0,0.63,45.99
2020-03-04,100,63.0,0.63,63.0
2020-03-05,77,63.0,0.63,48.51
2020-03-06,67,63.0,0.63,42.21
2020-03-07,51,63.0,0.63,32.13
2020-03-08,58,63.0,0.63,36.54
2020-03-09,74,63.0,0.63,46.62
2020-03-10,82,63.0,0.63,51.660000000000004
2020-03-11,100,63.0,0.63,63.0
2020-03-12,94,63.0,0.63,59.22
2020-03-13,64,63.0,0.63,40.32
2020-03-14,23,63.0,0.63,14.49
2020-03-15,25,63.0,0.63,15.75
2020-03-16,41,63.0,0.63,25.830000000000002
2020-03-17,44,63.0,0.63,27.72
2020-03-18,45,63.0,0.63,28.35
2020-03-19,51,63.0,0.63,32.13
2020-03-20,47,63.0,0.63,29.61
2020-03-21,23,63.0,0.63,14.49
2020-03-22,20,63.0,0.63,12.6
2020-03-23,53,63.0,0.63,33.39
2020-03-24,54,63.0,0.63,34.02
2020-03-25,53,63.0,0.63,33.39
2020-03-26,53,63.0,0.63,33.39
2020-03-27,53,63.0,0.63,33.39
2020-03-28,24,63.0,0.63,15.120000000000001
2020-03-29,24,63.0,0.63,15.120000000000001
2020-03-30,49,63.0,0.63,30.87
2020-03-31,48,63.0,0.63,30.240000000000002
2020-04-01,67,54.0,0.54,36.18
2020-04-02,63,54.0,0.54,34.02
2020-04-03,66,54.0,0.54,35.64
2020-04-04,40,54.0,0.54,21.6
2020-04-05,35,54.0,0.54,18.900000000000002
2020-04-06,76,54.0,0.54,41.040000000000006
2020-04-07,60,54.0,0.54,32.400000000000006
2020-04-08,75,54.0,0.54,40.5
2020-04-09,69,54.0,0.54,37.260000000000005
2020-04-10,50,54.0,0.54,27.0
2020-04-11,36,54.0,0.54,19.44
2020-04-12,34,54.0,0.54,18.36
2020-04-13,74,54.0,0.54,39.96
2020-04-14,77,54.0,0.54,41.580000000000005
2020-04-15,95,54.0,0.54,51.300000000000004
2020-04-16,100,54.0,0.54,54.0
2020-04-17,79,54.0,0.54,42.660000000000004
2020-04-18,43,54.0,0.54,23.220000000000002
2020-04-19,37,54.0,0.54,19.98
2020-04-20,73,54.0,0.54,39.42
2020-04-21,71,54.0,0.54,38.34
2020-04-22,84,54.0,0.54,45.36
2020-04-23,74,54.0,0.54,39.96
2020-04-24,62,54.0,0.54,33.480000000000004
2020-04-25,38,54.0,0.54,20.520000000000003
2020-04-26,38,54.0,0.54,20.520000000000003
2020-04-27,78,54.0,0.54,42.120000000000005
2020-04-28,74,54.0,0.54,39.96
2020-04-29,70,54.0,0.54,37.800000000000004
2020-04-30,71,54.0,0.54,38.34
2020-05-01,97,42.0,0.42,40.74
2020-05-02,40,42.0,0.42,16.8
2020-05-03,73,42.0,0.42,30.66
2020-05-04,79,42.0,0.42,33.18
2020-05-05,74,42.0,0.42,31.08
2020-05-06,83,42.0,0.42,34.86
2020-05-07,67,42.0,0.42,28.14
2020-05-08,93,42.0,0.42,39.059999999999995
2020-05-09,51,42.0,0.42,21.419999999999998
2020-05-10,47,42.0,0.42,19.74
2020-05-11,88,42.0,0.42,36.96
2020-05-12,91,42.0,0.42,38.22
2020-05-13,77,42.0,0.42,32.339999999999996
2020-05-14,86,42.0,0.42,36.12
2020-05-15,90,42.0,0.42,37.8
2020-05-16,58,42.0,0.42,24.36
2020-05-17,59,42.0,0.42,24.779999999999998
2020-05-18,100,42.0,0.42,42.0
2020-05-19,92,42.0,0.42,38.64
2020-05-20,73,42.0,0.42,30.66
2020-05-21,76,42.0,0.42,31.919999999999998
2020-05-22,82,42.0,0.42,34.44
2020-05-23,45,42.0,0.42,18.9
2020-05-24,45,42.0,0.42,18.9
2020-05-25,37,42.0,0.42,15.54
2020-05-26,88,42.0,0.42,36.96
2020-05-27,67,42.0,0.42,28.14
2020-05-28,77,42.0,0.42,32.339999999999996
2020-05-29,77,42.0,0.42,32.339999999999996
2020-05-30,42,42.0,0.42,17.64
2020-05-31,51,42.0,0.42,21.419999999999998
2020-06-01,80,46.0,0.46,36.800000000000004
2020-06-02,86,46.0,0.46,39.56
2020-06-03,86,46.0,0.46,39.56
2020-06-04,82,46.0,0.46,37.72
2020-06-05,82,46.0,0.46,37.72
2020-06-06,33,46.0,0.46,15.180000000000001
2020-06-07,44,46.0,0.46,20.240000000000002
2020-06-08,88,46.0,0.46,40.480000000000004
2020-06-09,87,46.0,0.46,40.02
2020-06-10,82,46.0,0.46,37.72
2020-06-11,90,46.0,0.46,41.4
2020-06-12,73,46.0,0.46,33.58
2020-06-13,38,46.0,0.46,17.48
2020-06-14,50,46.0,0.46,23.0
2020-06-15,98,46.0,0.46,45.080000000000005
2020-06-16,99,46.0,0.46,45.54
2020-06-17,77,46.0,0.46,35.42
2020-06-18,96,46.0,0.46,44.160000000000004
2020-06-19,84,46.0,0.46,38.64
2020-06-20,52,46.0,0.46,23.92
2020-06-21,40,46.0,0.46,18.400000000000002
2020-06-22,81,46.0,0.46,37.260000000000005
2020-06-23,100,46.0,0.46,46.0
2020-06-24,91,46.0,0.46,41.86
2020-06-25,78,46.0,0.46,35.88
2020-06-26,84,46.0,0.46,38.64
2020-06-27,40,46.0,0.46,18.400000000000002
2020-06-28,38,46.0,0.46,17.48
2020-06-29,82,46.0,0.46,37.72
2020-06-30,87,46.0,0.46,40.02
2020-07-01,46,44.0,0.44,20.24
2020-07-02,50,44.0,0.44,22.0
2020-07-03,32,44.0,0.44,14.08
2020-07-04,27,44.0,0.44,11.88
2020-07-05,32,44.0,0.44,14.08
2020-07-06,67,44.0,0.44,29.48
2020-07-07,58,44.0,0.44,25.52
2020-07-08,63,44.0,0.44,27.72
2020-07-09,52,44.0,0.44,22.88
2020-07-10,48,44.0,0.44,21.12
2020-07-11,32,44.0,0.44,14.08
2020-07-12,37,44.0,0.44,16.28
2020-07-13,64,44.0,0.44,28.16
2020-07-14,70,44.0,0.44,30.8
2020-07-15,100,44.0,0.44,44.0
2020-07-16,65,44.0,0.44,28.6
2020-07-17,74,44.0,0.44,32.56
2020-07-18,31,44.0,0.44,13.64
2020-07-19,21,44.0,0.44,9.24
2020-07-20,67,44.0,0.44,29.48
2020-07-21,65,44.0,0.44,28.6
2020-07-22,72,44.0,0.44,31.68
2020-07-23,54,44.0,0.44,23.76
2020-07-24,62,44.0,0.44,27.28
2020-07-25,36,44.0,0.44,15.84
2020-07-26,34,44.0,0.44,14.96
2020-07-27,58,44.0,0.44,25.52
2020-07-28,62,44.0,0.44,27.28
2020-07-29,61,44.0,0.44,26.84
2020-07-30,50,44.0,0.44,22.0
2020-07-31,49,44.0,0.44,21.56
2020-08-01,23,56.0,0.56,12.88
2020-08-02,25,56.0,0.56,14.000000000000002
2020-08-03,41,56.0,0.56,22.96
2020-08-04,42,56.0,0.56,23.520000000000003
2020-08-05,41,56.0,0.56,22.96
2020-08-06,41,56.0,0.56,22.96
2020-08-07,41,56.0,0.56,22.96
2020-08-08,19,56.0,0.56,10.64
2020-08-09,24,56.0,0.56,13.440000000000001
2020-08-10,46,56.0,0.56,25.76
2020-08-11,48,56.0,0.56,26.880000000000003
2020-08-12,49,56.0,0.56,27.44
2020-08-13,46,56.0,0.56,25.76
2020-08-14,41,56.0,0.56,22.96
2020-08-15,27,56.0,0.56,15.120000000000001
2020-08-16,28,56.0,0.56,15.680000000000001
2020-08-17,46,56.0,0.56,25.76
2020-08-18,43,56.0,0.56,24.080000000000002
2020-08-19,52,56.0,0.56,29.120000000000005
2020-08-20,44,56.0,0.56,24.64
2020-08-21,33,56.0,0.56,18.48
2020-08-22,30,56.0,0.56,16.8
2020-08-23,37,56.0,0.56,20.720000000000002
2020-08-24,56,56.0,0.56,31.360000000000003
2020-08-25,60,56.0,0.56,33.6
2020-08-26,53,56.0,0.56,29.680000000000003
2020-08-27,68,56.0,0.56,38.080000000000005
2020-08-28,61,56.0,0.56,34.160000000000004
2020-08-29,51,56.0,0.56,28.560000000000002
2020-08-30,63,56.0,0.56,35.28
2020-08-31,100,56.0,0.56,56.00000000000001
2020-09-01,100,64.0,0.64,64.0
2020-09-02,81,64.0,0.64,51.84
2020-09-03,73,64.0,0.64,46.72
2020-09-04,62,64.0,0.64,39.68
2020-09-05,41,64.0,0.64,26.240000000000002
2020-09-06,38,64.0,0.64,24.32
2020-09-07,76,64.0,0.64,48.64
2020-09-08,86,64.0,0.64,55.04
2020-09-09,76,64.0,0.64,48.64
2020-09-10,61,64.0,0.64,39.04
2020-09-11,50,64.0,0.64,32.0
2020-09-12,35,64.0,0.64,22.400000000000002
2020-09-13,42,64.0,0.64,26.88
2020-09-14,58,64.0,0.64,37.12
2020-09-15,67,64.0,0.64,42.88
2020-09-16,62,64.0,0.64,39.68
2020-09-17,55,64.0,0.64,35.2
2020-09-18,44,64.0,0.64,28.16
2020-09-19,32,64.0,0.64,20.48
2020-09-20,30,64.0,0.64,19.2
2020-09-21,57,64.0,0.64,36.480000000000004
2020-09-22,62,64.0,0.64,39.68
2020-09-23,60,64.0,0.64,38.4
2020-09-24,50,64.0,0.64,32.0
2020-09-25,45,64.0,0.64,28.8
2020-09-26,25,64.0,0.64,16.0
2020-09-27,32,64.0,0.64,20.48
2020-09-28,57,64.0,0.64,36.480000000000004
2020-09-29,58,64.0,0.64,37.12
2020-09-30,58,64.0,0.64,37.12
2020-10-01,73,59.0,0.59,43.07
2020-10-02,66,59.0,0.59,38.94
2020-10-03,34,59.0,0.59,20.06
2020-10-04,48,59.0,0.59,28.32
2020-10-05,69,59.0,0.59,40.71
2020-10-06,73,59.0,0.59,43.07
2020-10-07,74,59.0,0.59,43.66
2020-10-08,68,59.0,0.59,40.12
2020-10-09,53,59.0,0.59,31.27
2020-10-10,44,59.0,0.59,25.959999999999997
2020-10-11,40,59.0,0.59,23.599999999999998
2020-10-12,68,59.0,0.59,40.12
2020-10-13,87,59.0,0.59,51.33
2020-10-14,100,59.0,0.59,59.0
2020-10-15,67,59.0,0.59,39.53
2020-10-16,65,59.0,0.59,38.35
2020-10-17,38,59.0,0.59,22.419999999999998
2020-10-18,39,59.0,0.59,23.009999999999998
2020-10-19,62,59.0,0.59,36.58
2020-10-20,67,59.0,0.59,39.53
2020-10-21,61,59.0,0.59,35.989999999999995
2020-10-22,64,59.0,0.59,37.76
2020-10-23,59,59.0,0.59,34.809999999999995
2020-10-24,36,59.0,0.59,21.24
2020-10-25,37,59.0,0.59,21.83
2020-10-26,69,59.0,0.59,40.71
2020-10-27,66,59.0,0.59,38.94
2020-10-28,58,59.0,0.59,34.22
2020-10-29,71,59.0,0.59,41.89
2020-10-30,44,59.0,0.59,25.959999999999997
2020-10-31,34,59.0,0.59,20.06
2020-11-01,40,58.0,0.58,23.2
2020-11-02,76,58.0,0.58,44.08
2020-11-03,68,58.0,0.58,39.44
2020-11-04,51,58.0,0.58,29.58
2020-11-05,73,58.0,0.58,42.339999999999996
2020-11-06,59,58.0,0.58,34.22
2020-11-07,33,58.0,0.58,19.139999999999997
2020-11-08,44,58.0,0.58,25.52
2020-11-09,100,58.0,0.58,57.99999999999999
2020-11-10,77,58.0,0.58,44.66
2020-11-11,69,58.0,0.58,40.019999999999996
2020-11-12,97,58.0,0.58,56.26
2020-11-13,73,58.0,0.58,42.339999999999996
2020-11-14,46,58.0,0.58,26.68
2020-11-15,43,58.0,0.58,24.939999999999998
2020-11-16,83,58.0,0.58,48.13999999999999
2020-11-17,80,58.0,0.58,46.4
2020-11-18,69,58.0,0.58,40.019999999999996
2020-11-19,83,58.0,0.58,48.13999999999999
2020-11-20,69,58.0,0.58,40.019999999999996
2020-11-21,48,58.0,0.58,27.839999999999996
2020-11-22,43,58.0,0.58,24.939999999999998
2020-11-23,62,58.0,0.58,35.96
2020-11-24,49,58.0,0.58,28.419999999999998
2020-11-25,43,58.0,0.58,24.939999999999998
2020-11-26,23,58.0,0.58,13.34
2020-11-27,27,58.0,0.58,15.659999999999998
2020-11-28,18,58.0,0.58,10.44
2020-11-29,35,58.0,0.58,20.299999999999997
2020-11-30,68,58.0,0.58,39.44
2020-12-01,100,41.0,0.41,41.0
2020-12-02,82,41.0,0.41,33.62
2020-12-03,92,41.0,0.41,37.72
2020-12-04,65,41.0,0.41,26.65
2020-12-05,46,41.0,0.41,18.86
2020-12-06,45,41.0,0.41,18.45
2020-12-07,77,41.0,0.41,31.569999999999997
2020-12-08,74,41.0,0.41,30.34
2020-12-09,88,41.0,0.41,36.08
2020-12-10,75,41.0,0.41,30.749999999999996
2020-12-11,90,41.0,0.41,36.9
2020-12-12,54,41.0,0.41,22.139999999999997
2020-12-13,43,41.0,0.41,17.63
2020-12-14,79,41.0,0.41,32.39
2020-12-15,75,41.0,0.41,30.749999999999996
2020-12-16,70,41.0,0.41,28.7
2020-12-17,73,41.0,0.41,29.93
2020-12-18,67,41.0,0.41,27.47
2020-12-19,47,41.0,0.41,19.27
2020-12-20,40,41.0,0.41,16.4
2020-12-21,61,41.0,0.41,25.009999999999998
2020-12-22,60,41.0,0.41,24.599999999999998
2020-12-23,52,41.0,0.41,21.32
2020-12-24,40,41.0,0.41,16.4
2020-12-25,27,41.0,0.41,11.069999999999999
2020-12-26,30,41.0,0.41,12.299999999999999
2020-12-27,44,41.0,0.41,18.04
2020-12-28,73,41.0,0.41,29.93
2020-12-29,64,41.0,0.41,26.24
2020-12-30,70,41.0,0.41,28.7
2020-12-31,59,41.0,0.41,24.189999999999998
2021-01-01,39,48.0,0.48,18.72
2021-01-02,51,48.0,0.48,24.48
2021-01-03,60,48.0,0.48,28.799999999999997
2021-01-04,70,48.0,0.48,33.6
2021-01-05,63,48.0,0.48,30.24
2021-01-06,74,48.0,0.48,35.519999999999996
2021-01-07,74,48.0,0.48,35.519999999999996
2021-01-08,64,48.0,0.48,30.72
2021-01-09,46,48.0,0.48,22.08
2021-01-10,50,48.0,0.48,24.0
2021-01-11,65,48.0,0.48,31.2
2021-01-12,79,48.0,0.48,37.92
2021-01-13,74,48.0,0.48,35.519999999999996
2021-01-14,73,48.0,0.48,35.04
2021-01-15,72,48.0,0.48,34.56
2021-01-16,55,48.0,0.48,26.4
2021-01-17,55,48.0,0.48,26.4
2021-01-18,64,48.0,0.48,30.72
2021-01-19,98,48.0,0.48,47.04
2021-01-20,94,48.0,0.48,45.12
2021-01-21,82,48.0,0.48,39.36
2021-01-22,70,48.0,0.48,33.6
2021-01-23,58,48.0,0.48,27.84
2021-01-24,54,48.0,0.48,25.919999999999998
2021-01-25,82,48.0,0.48,39.36
2021-01-26,77,48.0,0.48,36.96
2021-01-27,98,48.0,0.48,47.04
2021-01-28,76,48.0,0.48,36.48
2021-01-29,91,48.0,0.48,43.68
2021-01-30,100,48.0,0.48,48.0
2021-01-31,85,48.0,0.48,40.8
2021-02-01,96,71.0,0.71,68.16
2021-02-02,77,71.0,0.71,54.669999999999995
2021-02-03,82,71.0,0.71,58.22
2021-02-04,93,71.0,0.71,66.03
2021-02-05,74,71.0,0.71,52.54
2021-02-06,51,71.0,0.71,36.21
2021-02-07,46,71.0,0.71,32.66
2021-02-08,82,71.0,0.71,58.22
2021-02-09,87,71.0,0.71,61.769999999999996
2021-02-10,93,71.0,0.71,66.03
2021-02-11,100,71.0,0.71,71.0
2021-02-12,71,71.0,0.71,50.41
2021-02-13,47,71.0,0.71,33.37
2021-02-14,49,71.0,0.71,34.79
2021-02-15,90,71.0,0.71,63.9
2021-02-16,78,71.0,0.71,55.379999999999995
2021-02-17,74,71.0,0.71,52.54
2021-02-18,69,71.0,0.71,48.989999999999995
2021-02-19,68,71.0,0.71,48.28
