date,UNH_unscaled,UNH_monthly,scale,UNH
2021-02-20,56,71.0,0.71,39.76
2021-02-21,59,71.0,0.71,41.89
2021-02-22,79,71.0,0.71,56.089999999999996
2021-02-23,70,71.0,0.71,49.699999999999996
2021-02-24,75,71.0,0.71,53.25
2021-02-25,74,71.0,0.71,52.54
2021-02-26,80,71.0,0.71,56.8
2021-02-27,51,71.0,0.71,36.21
2021-02-28,53,71.0,0.71,37.629999999999995
2021-03-01,87,64.0,0.64,55.68
2021-03-02,100,64.0,0.64,64.0
2021-03-03,80,64.0,0.64,51.2
2021-03-04,81,64.0,0.64,51.84
2021-03-05,77,64.0,0.64,49.28
2021-03-06,76,64.0,0.64,48.64
2021-03-07,58,64.0,0.64,37.12
2021-03-08,86,64.0,0.64,55.04
2021-03-09,79,64.0,0.64,50.56
2021-03-10,90,64.0,0.64,57.6
2021-03-11,82,64.0,0.64,52.480000000000004
2021-03-12,61,64.0,0.64,39.04
2021-03-13,50,64.0,0.64,32.0
2021-03-14,60,64.0,0.64,38.4
2021-03-15,75,64.0,0.64,48.0
2021-03-16,75,64.0,0.64,48.0
2021-03-17,70,64.0,0.64,44.800000000000004
2021-03-18,78,64.0,0.64,49.92
2021-03-19,71,64.0,0.64,45.44
2021-03-20,46,64.0,0.64,29.44
2021-03-21,48,64.0,0.64,30.72
2021-03-22,85,64.0,0.64,54.4
2021-03-23,80,64.0,0.64,51.2
2021-03-24,80,64.0,0.64,51.2
2021-03-25,87,64.0,0.64,55.68
2021-03-26,72,64.0,0.64,46.08
2021-03-27,41,64.0,0.64,26.240000000000002
2021-03-28,45,64.0,0.64,28.8
2021-03-29,90,64.0,0.64,57.6
2021-03-30,85,64.0,0.64,54.4
2021-03-31,79,64.0,0.64,50.56
2021-04-01,67,61.0,0.61,40.87
2021-04-02,69,61.0,0.61,42.089999999999996
2021-04-03,44,61.0,0.61,26.84
2021-04-04,44,61.0,0.61,26.84
2021-04-05,79,61.0,0.61,48.19
2021-04-06,79,61.0,0.61,48.19
2021-04-07,73,61.0,0.61,44.53
2021-04-08,72,61.0,0.61,43.92
2021-04-09,65,61.0,0.61,39.65
2021-04-10,51,61.0,0.61,31.11
2021-04-11,40,61.0,0.61,24.4
2021-04-12,74,61.0,0.61,45.14
2021-04-13,79,61.0,0.61,48.19
2021-04-14,80,61.0,0.61,48.8
2021-04-15,97,61.0,0.61,59.17
2021-04-16,70,61.0,0.61,42.699999999999996
2021-04-17,51,61.0,0.61,31.11
2021-04-18,58,61.0,0.61,35.38
2021-04-19,100,61.0,0.61,61.0
2021-04-20,89,61.0,0.61,54.29
2021-04-21,79,61.0,0.61,48.19
2021-04-22,80,61.0,0.61,48.8
2021-04-23,64,61.0,0.61,39.04
2021-04-24,46,61.0,0.61,28.06
2021-04-25,44,61.0,0.61,26.84
2021-04-26,78,61.0,0.61,47.58
2021-04-27,88,61.0,0.61,53.68
2021-04-28,97,61.0,0.61,59.17
2021-04-29,66,61.0,0.61,40.26
2021-04-30,70,61.0,0.61,42.699999999999996
2021-05-01,45,45.0,0.45,20.25
2021-05-02,57,45.0,0.45,25.650000000000002
2021-05-03,97,45.0,0.45,43.65
2021-05-04,86,45.0,0.45,38.7
2021-05-05,73,45.0,0.45,32.85
2021-05-06,100,45.0,0.45,45.0
2021-05-07,75,45.0,0.45,33.75
2021-05-08,42,45.0,0.45,18.900000000000002
2021-05-09,44,45.0,0.45,19.8
2021-05-10,79,45.0,0.45,35.550000000000004
2021-05-11,78,45.0,0.45,35.1
2021-05-12,75,45.0,0.45,33.75
2021-05-13,61,45.0,0.45,27.45
2021-05-14,69,45.0,0.45,31.05
2021-05-15,39,45.0,0.45,17.55
2021-05-16,42,45.0,0.45,18.900000000000002
2021-05-17,67,45.0,0.45,30.150000000000002
2021-05-18,70,45.0,0.45,31.5
2021-05-19,61,45.0,0.45,27.45
2021-05-20,61,45.0,0.45,27.45
2021-05-21,79,45.0,0.45,35.550000000000004
2021-05-22,58,45.0,0.45,26.1
2021-05-23,42,45.0,0.45,18.900000000000002
2021-05-24,54,45.0,0.45,24.3
2021-05-25,45,45.0,0.45,20.25
2021-05-26,46,45.0,0.45,20.7
2021-05-27,43,45.0,0.45,19.35
2021-05-28,44,45.0,0.45,19.8
2021-05-29,27,45.0,0.45,12.15
2021-05-30,26,45.0,0.45,11.700000000000001
2021-05-31,30,45.0,0.45,13.5
2021-06-01,74,29.0,0.29,21.459999999999997
2021-06-02,81,29.0,0.29,23.49
2021-06-03,95,29.0,0.29,27.549999999999997
2021-06-04,64,29.0,0.29,18.56
2021-06-05,38,29.0,0.29,11.02
2021-06-06,36,29.0,0.29,10.44
2021-06-07,83,29.0,0.29,24.069999999999997
2021-06-08,79,29.0,0.29,22.91
2021-06-09,58,29.0,0.29,16.82
2021-06-10,77,29.0,0.29,22.33
2021-06-11,71,29.0,0.29,20.59
2021-06-12,55,29.0,0.29,15.95
2021-06-13,39,29.0,0.29,11.309999999999999
2021-06-14,75,29.0,0.29,21.75
2021-06-15,71,29.0,0.29,20.59
2021-06-16,88,29.0,0.29,25.52
2021-06-17,82,29.0,0.29,23.779999999999998
2021-06-18,55,29.0,0.29,15.95
2021-06-19,42,29.0,0.29,12.18
2021-06-20,54,29.0,0.29,15.659999999999998
2021-06-21,96,29.0,0.29,27.839999999999996
2021-06-22,100,29.0,0.29,28.999999999999996
2021-06-23,88,29.0,0.29,25.52
2021-06-24,83,29.0,0.29,24.069999999999997
2021-06-25,82,29.0,0.29,23.779999999999998
2021-06-26,39,29.0,0.29,11.309999999999999
2021-06-27,49,29.0,0.29,14.209999999999999
2021-06-28,89,29.0,0.29,25.81
2021-06-29,64,29.0,0.29,18.56
2021-06-30,74,29.0,0.29,21.459999999999997
2021-07-01,65,30.0,0.3,19.5
2021-07-02,61,30.0,0.3,18.3
2021-07-03,14,30.0,0.3,4.2
2021-07-04,34,30.0,0.3,10.2
2021-07-05,32,30.0,0.3,9.6
2021-07-06,84,30.0,0.3,25.2
2021-07-07,88,30.0,0.3,26.4
2021-07-08,91,30.0,0.3,27.3
2021-07-09,81,30.0,0.3,24.3
2021-07-10,51,30.0,0.3,15.299999999999999
2021-07-11,37,30.0,0.3,11.1
2021-07-12,93,30.0,0.3,27.9
2021-07-13,91,30.0,0.3,27.3
2021-07-14,92,30.0,0.3,27.599999999999998
2021-07-15,100,30.0,0.3,30.0
2021-07-16,83,30.0,0.3,24.9
2021-07-17,31,30.0,0.3,9.299999999999999
2021-07-18,49,30.0,0.3,14.7
2021-07-19,93,30.0,0.3,27.9
2021-07-20,86,30.0,0.3,25.8
2021-07-21,60,30.0,0.3,18.0
2021-07-22,73,30.0,0.3,21.9
2021-07-23,71,30.0,0.3,21.3
2021-07-24,36,30.0,0.3,10.799999999999999
2021-07-25,52,30.0,0.3,15.6
2021-07-26,83,30.0,0.3,24.9
2021-07-27,80,30.0,0.3,24.0
2021-07-28,78,30.0,0.3,23.4
2021-07-29,88,30.0,0.3,26.4
2021-07-30,70,30.0,0.3,21.0
2021-07-31,58,30.0,0.3,17.4
2021-08-01,17,57.0,0.57,9.69
2021-08-02,38,57.0,0.57,21.659999999999997
2021-08-03,41,57.0,0.57,23.369999999999997
2021-08-04,38,57.0,0.57,21.659999999999997
2021-08-05,36,57.0,0.57,20.52
2021-08-06,30,57.0,0.57,17.099999999999998
2021-08-07,16,57.0,0.57,9.12
2021-08-08,14,57.0,0.57,7.9799999999999995
2021-08-09,36,57.0,0.57,20.52
2021-08-10,34,57.0,0.57,19.38
2021-08-11,34,57.0,0.57,19.38
2021-08-12,32,57.0,0.57,18.24
2021-08-13,28,57.0,0.57,15.959999999999999
2021-08-14,17,57.0,0.57,9.69
2021-08-15,23,57.0,0.57,13.11
2021-08-16,33,57.0,0.57,18.81
2021-08-17,42,57.0,0.57,23.939999999999998
2021-08-18,33,57.0,0.57,18.81
2021-08-19,35,57.0,0.57,19.95
2021-08-20,40,57.0,0.57,22.799999999999997
2021-08-21,21,57.0,0.57,11.969999999999999
2021-08-22,26,57.0,0.57,14.819999999999999
2021-08-23,45,57.0,0.57,25.65
2021-08-24,53,57.0,0.57,30.209999999999997
2021-08-25,45,57.0,0.57,25.65
2021-08-26,51,57.0,0.57,29.069999999999997
2021-08-27,52,57.0,0.57,29.639999999999997
2021-08-28,45,57.0,0.57,25.65
2021-08-29,61,57.0,0.57,34.769999999999996
2021-08-30,90,57.0,0.57,51.3
2021-08-31,100,57.0,0.57,56.99999999999999
2021-09-01,100,79.0,0.79,79.0
2021-09-02,91,79.0,0.79,71.89
2021-09-03,87,79.0,0.79,68.73
2021-09-04,55,79.0,0.79,43.45
2021-09-05,49,79.0,0.79,38.71
2021-09-06,53,79.0,0.79,41.870000000000005
2021-09-07,90,79.0,0.79,71.10000000000001
2021-09-08,91,79.0,0.79,71.89
2021-09-09,75,79.0,0.79,59.25
2021-09-10,78,79.0,0.79,61.620000000000005
2021-09-11,73,79.0,0.79,57.67
2021-09-12,73,79.0,0.79,57.67
2021-09-13,77,79.0,0.79,60.830000000000005
2021-09-14,76,79.0,0.79,60.040000000000006
2021-09-15,71,79.0,0.79,56.09
2021-09-16,65,79.0,0.79,51.35
2021-09-17,64,79.0,0.79,50.56
2021-09-18,53,79.0,0.79,41.870000000000005
2021-09-19,50,79.0,0.79,39.5
2021-09-20,69,79.0,0.79,54.510000000000005
2021-09-21,75,79.0,0.79,59.25
2021-09-22,71,79.0,0.79,56.09
2021-09-23,65,79.0,0.79,51.35
2021-09-24,59,79.0,0.79,46.61
2021-09-25,72,79.0,0.79,56.88
2021-09-26,70,79.0,0.79,55.300000000000004
2021-09-27,75,79.0,0.79,59.25
2021-09-28,74,79.0,0.79,58.46
2021-09-29,73,79.0,0.79,57.67
2021-09-30,64,79.0,0.79,50.56
2021-10-01,69,78.0,0.78,53.82
2021-10-02,100,78.0,0.78,78.0
2021-10-03,59,78.0,0.78,46.02
2021-10-04,73,78.0,0.78,56.940000000000005
2021-10-05,79,78.0,0.78,61.620000000000005
2021-10-06,82,78.0,0.78,63.96
2021-10-07,63,78.0,0.78,49.14
2021-10-08,49,78.0,0.78,38.22
2021-10-09,59,78.0,0.78,46.02
2021-10-10,61,78.0,0.78,47.58
2021-10-11,66,78.0,0.78,51.480000000000004
2021-10-12,73,78.0,0.78,56.940000000000005
2021-10-13,91,78.0,0.78,70.98
2021-10-14,80,78.0,0.78,62.400000000000006
2021-10-15,75,78.0,0.78,58.5
2021-10-16,88,78.0,0.78,68.64
2021-10-17,66,78.0,0.78,51.480000000000004
2021-10-18,76,78.0,0.78,59.28
2021-10-19,75,78.0,0.78,58.5
2021-10-20,88,78.0,0.78,68.64
2021-10-21,74,78.0,0.78,57.72
2021-10-22,65,78.0,0.78,50.7
2021-10-23,74,78.0,0.78,57.72
2021-10-24,55,78.0,0.78,42.9
2021-10-25,74,78.0,0.78,57.72
2021-10-26,86,78.0,0.78,67.08
2021-10-27,76,78.0,0.78,59.28
2021-10-28,74,78.0,0.78,57.72
2021-10-29,72,78.0,0.78,56.160000000000004
2021-10-30,72,78.0,0.78,56.160000000000004
2021-10-31,56,78.0,0.78,43.68
2021-11-01,50,75.0,0.75,37.5
2021-11-02,56,75.0,0.75,42.0
2021-11-03,60,75.0,0.75,45.0
2021-11-04,58,75.0,0.75,43.5
2021-11-05,57,75.0,0.75,42.75
2021-11-06,44,75.0,0.75,33.0
2021-11-07,36,75.0,0.75,27.0
2021-11-08,53,75.0,0.75,39.75
2021-11-09,55,75.0,0.75,41.25
2021-11-10,59,75.0,0.75,44.25
2021-11-11,48,75.0,0.75,36.0
2021-11-12,59,75.0,0.75,44.25
2021-11-13,52,75.0,0.75,39.0
2021-11-14,62,75.0,0.75,46.5
2021-11-15,69,75.0,0.75,51.75
2021-11-16,66,75.0,0.75,49.5
2021-11-17,58,75.0,0.75,43.5
2021-11-18,62,75.0,0.75,46.5
2021-11-19,54,75.0,0.75,40.5
2021-11-20,72,75.0,0.75,54.0
2021-11-21,55,75.0,0.75,41.25
2021-11-22,68,75.0,0.75,51.0
2021-11-23,48,75.0,0.75,36.0
2021-11-24,32,75.0,0.75,24.0
2021-11-25,12,75.0,0.75,9.0
2021-11-26,25,75.0,0.75,18.75
2021-11-27,44,75.0,0.75,33.0
2021-11-28,51,75.0,0.75,38.25
2021-11-29,100,75.0,0.75,75.0
2021-11-30,60,75.0,0.75,45.0
2021-12-01,53,69.0,0.69,36.57
2021-12-02,56,69.0,0.69,38.64
2021-12-03,37,69.0,0.69,25.529999999999998
2021-12-04,41,69.0,0.69,28.29
2021-12-05,93,69.0,0.69,64.17
2021-12-06,100,69.0,0.69,69.0
2021-12-07,70,69.0,0.69,48.3
2021-12-08,59,69.0,0.69,40.709999999999994
2021-12-09,49,69.0,0.69,33.809999999999995
2021-12-10,42,69.0,0.69,28.979999999999997
2021-12-11,28,69.0,0.69,19.32
2021-12-12,23,69.0,0.69,15.87
2021-12-13,47,69.0,0.69,32.43
2021-12-14,47,69.0,0.69,32.43
2021-12-15,40,69.0,0.69,27.599999999999998
2021-12-16,51,69.0,0.69,35.19
2021-12-17,33,69.0,0.69,22.77
2021-12-18,22,69.0,0.69,15.18
2021-12-19,21,69.0,0.69,14.489999999999998
2021-12-20,39,69.0,0.69,26.909999999999997
2021-12-21,35,69.0,0.69,24.15
2021-12-22,34,69.0,0.69,23.459999999999997
2021-12-23,25,69.0,0.69,17.25
2021-12-24,17,69.0,0.69,11.729999999999999
2021-12-25,17,69.0,0.69,11.729999999999999
2021-12-26,16,69.0,0.69,11.04
2021-12-27,28,69.0,0.69,19.32
2021-12-28,27,69.0,0.69,18.63
2021-12-29,27,69.0,0.69,18.63
2021-12-30,27,69.0,0.69,18.63
2021-12-31,26,69.0,0.69,17.939999999999998
2022-01-01,19,64.0,0.64,12.16
2022-01-02,30,64.0,0.64,19.2
2022-01-03,45,64.0,0.64,28.8
2022-01-04,53,64.0,0.64,33.92
2022-01-05,55,64.0,0.64,35.2
2022-01-06,55,64.0,0.64,35.2
2022-01-07,55,64.0,0.64,35.2
2022-01-08,33,64.0,0.64,21.12
2022-01-09,29,64.0,0.64,18.56
2022-01-10,44,64.0,0.64,28.16
2022-01-11,46,64.0,0.64,29.44
2022-01-12,39,64.0,0.64,24.96
2022-01-13,67,64.0,0.64,42.88
2022-01-14,50,64.0,0.64,32.0
2022-01-15,35,64.0,0.64,22.400000000000002
2022-01-16,36,64.0,0.64,23.04
2022-01-17,36,64.0,0.64,23.04
2022-01-18,48,64.0,0.64,30.72
2022-01-19,64,64.0,0.64,40.96
2022-01-20,49,64.0,0.64,31.36
2022-01-21,48,64.0,0.64,30.72
2022-01-22,37,64.0,0.64,23.68
2022-01-23,42,64.0,0.64,26.88
2022-01-24,89,64.0,0.64,56.96
2022-01-25,100,64.0,0.64,64.0
2022-01-26,69,64.0,0.64,44.160000000000004
2022-01-27,65,64.0,0.64,41.6
2022-01-28,46,64.0,0.64,29.44
2022-01-29,38,64.0,0.64,24.32
2022-01-30,34,64.0,0.64,21.76
2022-01-31,57,64.0,0.64,36.480000000000004
2022-02-01,83,68.0,0.68,56.440000000000005
2022-02-02,83,68.0,0.68,56.440000000000005
2022-02-03,77,68.0,0.68,52.36000000000001
2022-02-04,76,68.0,0.68,51.68000000000001
2022-02-05,60,68.0,0.68,40.800000000000004
2022-02-06,58,68.0,0.68,39.440000000000005
2022-02-07,89,68.0,0.68,60.52
2022-02-08,100,68.0,0.68,68.0
2022-02-09,87,68.0,0.68,59.160000000000004
2022-02-10,79,68.0,0.68,53.720000000000006
2022-02-11,75,68.0,0.68,51.00000000000001
2022-02-12,48,68.0,0.68,32.64
2022-02-13,41,68.0,0.68,27.880000000000003
2022-02-14,74,68.0,0.68,50.32
2022-02-15,76,68.0,0.68,51.68000000000001
2022-02-16,85,68.0,0.68,57.800000000000004
2022-02-17,79,68.0,0.68,53.720000000000006
2022-02-18,67,68.0,0.68,45.56
2022-02-19,59,68.0,0.68,40.120000000000005
2022-02-20,60,68.0,0.68,40.800000000000004
2022-02-21,71,68.0,0.68,48.28
2022-02-22,85,68.0,0.68,57.800000000000004
2022-02-23,70,68.0,0.68,47.6
2022-02-24,83,68.0,0.68,56.440000000000005
2022-02-25,74,68.0,0.68,50.32
2022-02-26,62,68.0,0.68,42.160000000000004
2022-02-27,61,68.0,0.68,41.480000000000004
2022-02-28,78,68.0,0.68,53.040000000000006
2022-03-01,84,65.0,0.65,54.6
2022-03-02,75,65.0,0.65,48.75
2022-03-03,79,65.0,0.65,51.35
2022-03-04,84,65.0,0.65,54.6
2022-03-05,62,65.0,0.65,40.300000000000004
2022-03-06,49,65.0,0.65,31.85
2022-03-07,73,65.0,0.65,47.45
2022-03-08,97,65.0,0.65,63.050000000000004
2022-03-09,91,65.0,0.65,59.15
2022-03-10,91,65.0,0.65,59.15
2022-03-11,64,65.0,0.65,41.6
2022-03-12,37,65.0,0.65,24.05
2022-03-13,37,65.0,0.65,24.05
2022-03-14,53,65.0,0.65,34.45
2022-03-15,60,65.0,0.65,39.0
2022-03-16,50,65.0,0.65,32.5
2022-03-17,65,65.0,0.65,42.25
2022-03-18,54,65.0,0.65,35.1
2022-03-19,36,65.0,0.65,23.400000000000002
2022-03-20,52,65.0,0.65,33.800000000000004
2022-03-21,100,65.0,0.65,65.0
2022-03-22,79,65.0,0.65,51.35
2022-03-23,73,65.0,0.65,47.45
2022-03-24,85,65.0,0.65,55.25
2022-03-25,67,65.0,0.65,43.550000000000004
2022-03-26,46,65.0,0.65,29.900000000000002
2022-03-27,61,65.0,0.65,39.65
2022-03-28,81,65.0,0.65,52.65
2022-03-29,87,65.0,0.65,56.550000000000004
2022-03-30,83,65.0,0.65,53.95
2022-03-31,74,65.0,0.65,48.1
2022-04-01,72,67.0,0.67,48.24
2022-04-02,56,67.0,0.67,37.52
2022-04-03,54,67.0,0.67,36.18
2022-04-04,83,67.0,0.67,55.61000000000001
2022-04-05,87,67.0,0.67,58.290000000000006
2022-04-06,85,67.0,0.67,56.95
2022-04-07,81,67.0,0.67,54.27
2022-04-08,92,67.0,0.67,61.64
2022-04-09,68,67.0,0.67,45.56
2022-04-10,67,67.0,0.67,44.89
2022-04-11,89,67.0,0.67,59.63
2022-04-12,93,67.0,0.67,62.31
2022-04-13,80,67.0,0.67,53.6
2022-04-14,100,67.0,0.67,67.0
2022-04-15,77,67.0,0.67,51.59
2022-04-16,42,67.0,0.67,28.14
2022-04-17,42,67.0,0.67,28.14
2022-04-18,93,67.0,0.67,62.31
2022-04-19,82,67.0,0.67,54.940000000000005
2022-04-20,78,67.0,0.67,52.260000000000005
2022-04-21,79,67.0,0.67,52.93
2022-04-22,69,67.0,0.67,46.230000000000004
2022-04-23,44,67.0,0.67,29.48
2022-04-24,55,67.0,0.67,36.85
2022-04-25,82,67.0,0.67,54.940000000000005
2022-04-26,74,67.0,0.67,49.580000000000005
2022-04-27,69,67.0,0.67,46.230000000000004
2022-04-28,83,67.0,0.67,55.61000000000001
2022-04-29,66,67.0,0.67,44.220000000000006
2022-04-30,46,67.0,0.67,30.82
2022-05-01,57,53.0,0.53,30.21
2022-05-02,100,53.0,0.53,53.0
2022-05-03,84,53.0,0.53,44.52
2022-05-04,82,53.0,0.53,43.46
2022-05-05,93,53.0,0.53,49.29
2022-05-06,74,53.0,0.53,39.22
2022-05-07,48,53.0,0.53,25.44
2022-05-08,54,53.0,0.53,28.62
2022-05-09,93,53.0,0.53,49.29
2022-05-10,74,53.0,0.53,39.22
2022-05-11,73,53.0,0.53,38.690000000000005
2022-05-12,69,53.0,0.53,36.57
2022-05-13,54,53.0,0.53,28.62
2022-05-14,43,53.0,0.53,22.790000000000003
2022-05-15,45,53.0,0.53,23.85
2022-05-16,71,53.0,0.53,37.63
2022-05-17,87,53.0,0.53,46.11
2022-05-18,75,53.0,0.53,39.75
2022-05-19,62,53.0,0.53,32.86
2022-05-20,68,53.0,0.53,36.04
2022-05-21,67,53.0,0.53,35.510000000000005
2022-05-22,47,53.0,0.53,24.91
2022-05-23,64,53.0,0.53,33.92
2022-05-24,52,53.0,0.53,27.560000000000002
2022-05-25,58,53.0,0.53,30.740000000000002
2022-05-26,51,53.0,0.53,27.03
2022-05-27,50,53.0,0.53,26.5
2022-05-28,34,53.0,0.53,18.02
2022-05-29,34,53.0,0.53,18.02
2022-05-30,21,53.0,0.53,11.13
2022-05-31,56,53.0,0.53,29.68
2022-06-01,66,45.0,0.45,29.7
2022-06-02,68,45.0,0.45,30.6
2022-06-03,59,45.0,0.45,26.55
2022-06-04,30,45.0,0.45,13.5
2022-06-05,42,45.0,0.45,18.900000000000002
2022-06-06,75,45.0,0.45,33.75
2022-06-07,68,45.0,0.45,30.6
2022-06-08,64,45.0,0.45,28.8
2022-06-09,72,45.0,0.45,32.4
2022-06-10,76,45.0,0.45,34.2
2022-06-11,62,45.0,0.45,27.900000000000002
2022-06-12,59,45.0,0.45,26.55
2022-06-13,100,45.0,0.45,45.0
2022-06-14,74,45.0,0.45,33.300000000000004
2022-06-15,74,45.0,0.45,33.300000000000004
2022-06-16,86,45.0,0.45,38.7
2022-06-17,71,45.0,0.45,31.95
2022-06-18,37,45.0,0.45,16.650000000000002
2022-06-19,46,45.0,0.45,20.7
2022-06-20,45,45.0,0.45,20.25
2022-06-21,92,45.0,0.45,41.4
2022-06-22,82,45.0,0.45,36.9
2022-06-23,79,45.0,0.45,35.550000000000004
2022-06-24,94,45.0,0.45,42.300000000000004
2022-06-25,43,45.0,0.45,19.35
2022-06-26,40,45.0,0.45,18.0
2022-06-27,98,45.0,0.45,44.1
2022-06-28,81,45.0,0.45,36.45
2022-06-29,93,45.0,0.45,41.85
2022-06-30,91,45.0,0.45,40.95
2022-07-01,59,43.0,0.43,25.37
2022-07-02,34,43.0,0.43,14.62
2022-07-03,29,43.0,0.43,12.47
2022-07-04,26,43.0,0.43,11.18
2022-07-05,56,43.0,0.43,24.08
2022-07-06,62,43.0,0.43,26.66
2022-07-07,52,43.0,0.43,22.36
2022-07-08,50,43.0,0.43,21.5
2022-07-09,39,43.0,0.43,16.77
2022-07-10,37,43.0,0.43,15.91
2022-07-11,64,43.0,0.43,27.52
2022-07-12,69,43.0,0.43,29.669999999999998
2022-07-13,62,43.0,0.43,26.66
2022-07-14,75,43.0,0.43,32.25
2022-07-15,100,43.0,0.43,43.0
2022-07-16,42,43.0,0.43,18.06
2022-07-17,29,43.0,0.43,12.47
2022-07-18,62,43.0,0.43,26.66
2022-07-19,57,43.0,0.43,24.509999999999998
2022-07-20,65,43.0,0.43,27.95
2022-07-21,61,43.0,0.43,26.23
2022-07-22,56,43.0,0.43,24.08
2022-07-23,31,43.0,0.43,13.33
2022-07-24,35,43.0,0.43,15.049999999999999
2022-07-25,64,43.0,0.43,27.52
2022-07-26,71,43.0,0.43,30.53
2022-07-27,77,43.0,0.43,33.11
2022-07-28,58,43.0,0.43,24.94
2022-07-29,59,43.0,0.43,25.37
2022-07-30,36,43.0,0.43,15.48
2022-07-31,29,43.0,0.43,12.47
2022-08-01,38,64.0,0.64,24.32
2022-08-02,41,64.0,0.64,26.240000000000002
2022-08-03,35,64.0,0.64,22.400000000000002
2022-08-04,42,64.0,0.64,26.88
2022-08-05,38,64.0,0.64,24.32
2022-08-06,17,64.0,0.64,10.88
2022-08-07,27,64.0,0.64,17.28
2022-08-08,38,64.0,0.64,24.32
2022-08-09,41,64.0,0.64,26.240000000000002
2022-08-10,39,64.0,0.64,24.96
2022-08-11,42,64.0,0.64,26.88
2022-08-12,41,64.0,0.64,26.240000000000002
2022-08-13,31,64.0,0.64,19.84
2022-08-14,24,64.0,0.64,15.36
2022-08-15,45,64.0,0.64,28.8
2022-08-16,42,64.0,0.64,26.88
2022-08-17,53,64.0,0.64,33.92
2022-08-18,43,64.0,0.64,27.52
2022-08-19,46,64.0,0.64,29.44
2022-08-20,27,64.0,0.64,17.28
2022-08-21,36,64.0,0.64,23.04
2022-08-22,52,64.0,0.64,33.28
2022-08-23,61,64.0,0.64,39.04
2022-08-24,51,64.0,0.64,32.64
2022-08-25,54,64.0,0.64,34.56
2022-08-26,74,64.0,0.64,47.36
2022-08-27,61,64.0,0.64,39.04
2022-08-28,65,64.0,0.64,41.6
2022-08-29,100,64.0,0.64,64.0
2022-08-30,87,64.0,0.64,55.68
2022-08-31,77,64.0,0.64,49.28
2022-09-01,100,72.0,0.72,72.0
2022-09-02,87,72.0,0.72,62.64
2022-09-03,45,72.0,0.72,32.4
2022-09-04,55,72.0,0.72,39.6
2022-09-05,56,72.0,0.72,40.32
2022-09-06,86,72.0,0.72,61.919999999999995
2022-09-07,85,72.0,0.72,61.199999999999996
2022-09-08,76,72.0,0.72,54.72
2022-09-09,75,72.0,0.72,54.0
2022-09-10,58,72.0,0.72,41.76
2022-09-11,68,72.0,0.72,48.96
2022-09-12,80,72.0,0.72,57.599999999999994
2022-09-13,76,72.0,0.72,54.72
2022-09-14,64,72.0,0.72,46.08
2022-09-15,71,72.0,0.72,51.12
2022-09-16,73,72.0,0.72,52.559999999999995
2022-09-17,77,72.0,0.72,55.44
2022-09-18,52,72.0,0.72,37.44
2022-09-19,69,72.0,0.72,49.68
2022-09-20,71,72.0,0.72,51.12
2022-09-21,61,72.0,0.72,43.92
2022-09-22,60,72.0,0.72,43.199999999999996
2022-09-23,67,72.0,0.72,48.239999999999995
2022-09-24,55,72.0,0.72,39.6
2022-09-25,58,72.0,0.72,41.76
2022-09-26,69,72.0,0.72,49.68
2022-09-27,69,72.0,0.72,49.68
2022-09-28,58,72.0,0.72,41.76
2022-09-29,52,72.0,0.72,37.44
2022-09-30,69,72.0,0.72,49.68
2022-10-01,75,69.0,0.69,51.74999999999999
2022-10-02,59,69.0,0.69,40.709999999999994
2022-10-03,81,69.0,0.69,55.88999999999999
2022-10-04,84,69.0,0.69,57.959999999999994
2022-10-05,98,69.0,0.69,67.61999999999999
2022-10-06,71,69.0,0.69,48.989999999999995
2022-10-07,76,69.0,0.69,52.44
2022-10-08,82,69.0,0.69,56.58
2022-10-09,74,69.0,0.69,51.059999999999995
2022-10-10,65,69.0,0.69,44.849999999999994
2022-10-11,87,69.0,0.69,60.029999999999994
2022-10-12,75,69.0,0.69,51.74999999999999
2022-10-13,68,69.0,0.69,46.919999999999995
2022-10-14,100,69.0,0.69,69.0
2022-10-15,74,69.0,0.69,51.059999999999995
2022-10-16,81,69.0,0.69,55.88999999999999
2022-10-17,86,69.0,0.69,59.339999999999996
2022-10-18,90,69.0,0.69,62.099999999999994
2022-10-19,90,69.0,0.69,62.099999999999994
2022-10-20,73,69.0,0.69,50.37
2022-10-21,73,69.0,0.69,50.37
2022-10-22,96,69.0,0.69,66.24
2022-10-23,80,69.0,0.69,55.199999999999996
2022-10-24,83,69.0,0.69,57.269999999999996
2022-10-25,82,69.0,0.69,56.58
2022-10-26,83,69.0,0.69,57.269999999999996
2022-10-27,75,69.0,0.69,51.74999999999999
2022-10-28,86,69.0,0.69,59.339999999999996
2022-10-29,73,69.0,0.69,50.37
2022-10-30,67,69.0,0.69,46.23
2022-10-31,99,69.0,0.69,68.30999999999999
2022-11-01,81,73.0,0.73,59.129999999999995
2022-11-02,77,73.0,0.73,56.21
2022-11-03,74,73.0,0.73,54.019999999999996
2022-11-04,78,73.0,0.73,56.94
2022-11-05,76,73.0,0.73,55.48
2022-11-06,58,73.0,0.73,42.339999999999996
2022-11-07,71,73.0,0.73,51.83
2022-11-08,62,73.0,0.73,45.26
2022-11-09,72,73.0,0.73,52.56
2022-11-10,70,73.0,0.73,51.1
2022-11-11,87,73.0,0.73,63.51
2022-11-12,83,73.0,0.73,60.589999999999996
2022-11-13,67,73.0,0.73,48.91
2022-11-14,88,73.0,0.73,64.24
