date,MSFT_unscaled,MSFT_monthly,scale,MSFT
2022-04-23,11,52.0,0.52,5.720000000000001
2022-04-24,7,52.0,0.52,3.64
2022-04-25,40,52.0,0.52,20.8
2022-04-26,100,52.0,0.52,52.0
2022-04-27,82,52.0,0.52,42.64
2022-04-28,49,52.0,0.52,25.48
2022-04-29,37,52.0,0.52,19.240000000000002
2022-04-30,14,52.0,0.52,7.28
2022-05-01,14,49.0,0.49,6.859999999999999
2022-05-02,73,49.0,0.49,35.769999999999996
2022-05-03,69,49.0,0.49,33.81
2022-05-04,67,49.0,0.49,32.83
2022-05-05,84,49.0,0.49,41.16
2022-05-06,80,49.0,0.49,39.2
2022-05-07,26,49.0,0.49,12.74
2022-05-08,15,49.0,0.49,7.35
2022-05-09,95,49.0,0.49,46.55
2022-05-10,84,49.0,0.49,41.16
2022-05-11,88,49.0,0.49,43.12
2022-05-12,100,49.0,0.49,49.0
2022-05-13,83,49.0,0.49,40.67
2022-05-14,22,49.0,0.49,10.78
2022-05-15,11,49.0,0.49,5.39
2022-05-16,82,49.0,0.49,40.18
2022-05-17,74,49.0,0.49,36.26
2022-05-18,76,49.0,0.49,37.24
2022-05-19,75,49.0,0.49,36.75
2022-05-20,73,49.0,0.49,35.769999999999996
2022-05-21,21,49.0,0.49,10.29
2022-05-22,14,49.0,0.49,6.859999999999999
2022-05-23,75,49.0,0.49,36.75
2022-05-24,76,49.0,0.49,37.24
2022-05-25,67,49.0,0.49,32.83
2022-05-26,74,49.0,0.49,36.26
2022-05-27,57,49.0,0.49,27.93
2022-05-28,19,49.0,0.49,9.31
2022-05-29,11,49.0,0.49,5.39
2022-05-30,13,49.0,0.49,6.37
2022-05-31,60,49.0,0.49,29.4
2022-06-01,70,39.0,0.39,27.3
2022-06-02,100,39.0,0.39,39.0
2022-06-03,71,39.0,0.39,27.69
2022-06-04,19,39.0,0.39,7.41
2022-06-05,10,39.0,0.39,3.9000000000000004
2022-06-06,62,39.0,0.39,24.18
2022-06-07,58,39.0,0.39,22.62
2022-06-08,54,39.0,0.39,21.060000000000002
2022-06-09,56,39.0,0.39,21.84
2022-06-10,67,39.0,0.39,26.130000000000003
2022-06-11,16,39.0,0.39,6.24
2022-06-12,18,39.0,0.39,7.0200000000000005
2022-06-13,96,39.0,0.39,37.44
2022-06-14,81,39.0,0.39,31.59
2022-06-15,79,39.0,0.39,30.810000000000002
2022-06-16,82,39.0,0.39,31.98
2022-06-17,62,39.0,0.39,24.18
2022-06-18,19,39.0,0.39,7.41
2022-06-19,15,39.0,0.39,5.8500000000000005
2022-06-20,30,39.0,0.39,11.700000000000001
2022-06-21,67,39.0,0.39,26.130000000000003
2022-06-22,58,39.0,0.39,22.62
2022-06-23,62,39.0,0.39,24.18
2022-06-24,60,39.0,0.39,23.400000000000002
2022-06-25,15,39.0,0.39,5.8500000000000005
2022-06-26,11,39.0,0.39,4.29
2022-06-27,57,39.0,0.39,22.23
2022-06-28,57,39.0,0.39,22.23
2022-06-29,59,39.0,0.39,23.01
2022-06-30,55,39.0,0.39,21.45
2022-07-01,25,46.0,0.46,11.5
2022-07-02,9,46.0,0.46,4.140000000000001
2022-07-03,4,46.0,0.46,1.84
2022-07-04,5,46.0,0.46,2.3000000000000003
2022-07-05,29,46.0,0.46,13.34
2022-07-06,27,46.0,0.46,12.42
2022-07-07,30,46.0,0.46,13.8
2022-07-08,27,46.0,0.46,12.42
2022-07-09,8,46.0,0.46,3.68
2022-07-10,6,46.0,0.46,2.7600000000000002
2022-07-11,30,46.0,0.46,13.8
2022-07-12,32,46.0,0.46,14.72
2022-07-13,34,46.0,0.46,15.64
2022-07-14,31,46.0,0.46,14.26
2022-07-15,32,46.0,0.46,14.72
2022-07-16,8,46.0,0.46,3.68
2022-07-17,7,46.0,0.46,3.22
2022-07-18,26,46.0,0.46,11.96
2022-07-19,29,46.0,0.46,13.34
2022-07-20,30,46.0,0.46,13.8
2022-07-21,30,46.0,0.46,13.8
2022-07-22,29,46.0,0.46,13.34
2022-07-23,7,46.0,0.46,3.22
2022-07-24,7,46.0,0.46,3.22
2022-07-25,30,46.0,0.46,13.8
2022-07-26,100,46.0,0.46,46.0
2022-07-27,89,46.0,0.46,40.940000000000005
2022-07-28,56,46.0,0.46,25.76
2022-07-29,47,46.0,0.46,21.62
2022-07-30,11,46.0,0.46,5.0600000000000005
2022-07-31,9,46.0,0.46,4.140000000000001
2022-08-01,100,34.0,0.34,34.0
2022-08-02,85,34.0,0.34,28.900000000000002
2022-08-03,99,34.0,0.34,33.660000000000004
2022-08-04,90,34.0,0.34,30.6
2022-08-05,82,34.0,0.34,27.880000000000003
2022-08-06,21,34.0,0.34,7.140000000000001
2022-08-07,16,34.0,0.34,5.44
2022-08-08,92,34.0,0.34,31.28
2022-08-09,83,34.0,0.34,28.220000000000002
2022-08-10,96,34.0,0.34,32.64
2022-08-11,92,34.0,0.34,31.28
2022-08-12,91,34.0,0.34,30.94
2022-08-13,26,34.0,0.34,8.84
2022-08-14,21,34.0,0.34,7.140000000000001
2022-08-15,93,34.0,0.34,31.62
2022-08-16,96,34.0,0.34,32.64
2022-08-17,83,34.0,0.34,28.220000000000002
2022-08-18,71,34.0,0.34,24.14
2022-08-19,69,34.0,0.34,23.46
2022-08-20,19,34.0,0.34,6.460000000000001
2022-08-21,11,34.0,0.34,3.74
2022-08-22,72,34.0,0.34,24.48
2022-08-23,72,34.0,0.34,24.48
2022-08-24,59,34.0,0.34,20.060000000000002
2022-08-25,70,34.0,0.34,23.8
2022-08-26,69,34.0,0.34,23.46
2022-08-27,31,34.0,0.34,10.540000000000001
2022-08-28,13,34.0,0.34,4.42
2022-08-29,68,34.0,0.34,23.12
2022-08-30,63,34.0,0.34,21.42
2022-08-31,60,34.0,0.34,20.400000000000002
2022-09-01,74,32.0,0.32,23.68
2022-09-02,67,32.0,0.32,21.44
2022-09-03,18,32.0,0.32,5.76
2022-09-04,11,32.0,0.32,3.52
2022-09-05,16,32.0,0.32,5.12
2022-09-06,74,32.0,0.32,23.68
2022-09-07,71,32.0,0.32,22.72
2022-09-08,69,32.0,0.32,22.080000000000002
2022-09-09,68,32.0,0.32,21.76
2022-09-10,21,32.0,0.32,6.72
2022-09-11,15,32.0,0.32,4.8
2022-09-12,78,32.0,0.32,24.96
2022-09-13,97,32.0,0.32,31.04
2022-09-14,83,32.0,0.32,26.560000000000002
2022-09-15,100,32.0,0.32,32.0
2022-09-16,81,32.0,0.32,25.92
2022-09-17,25,32.0,0.32,8.0
2022-09-18,17,32.0,0.32,5.44
2022-09-19,81,32.0,0.32,25.92
2022-09-20,86,32.0,0.32,27.52
2022-09-21,93,32.0,0.32,29.76
2022-09-22,89,32.0,0.32,28.48
2022-09-23,89,32.0,0.32,28.48
2022-09-24,27,32.0,0.32,8.64
2022-09-25,15,32.0,0.32,4.8
2022-09-26,86,32.0,0.32,27.52
2022-09-27,82,32.0,0.32,26.240000000000002
2022-09-28,77,32.0,0.32,24.64
2022-09-29,83,32.0,0.32,26.560000000000002
2022-09-30,83,32.0,0.32,26.560000000000002
2022-10-01,10,47.0,0.47,4.699999999999999
2022-10-02,7,47.0,0.47,3.29
2022-10-03,28,47.0,0.47,13.16
2022-10-04,33,47.0,0.47,15.51
2022-10-05,29,47.0,0.47,13.629999999999999
2022-10-06,26,47.0,0.47,12.219999999999999
2022-10-07,31,47.0,0.47,14.569999999999999
2022-10-08,9,47.0,0.47,4.2299999999999995
2022-10-09,6,47.0,0.47,2.82
2022-10-10,28,47.0,0.47,13.16
2022-10-11,31,47.0,0.47,14.569999999999999
2022-10-12,28,47.0,0.47,13.16
2022-10-13,34,47.0,0.47,15.979999999999999
2022-10-14,29,47.0,0.47,13.629999999999999
2022-10-15,6,47.0,0.47,2.82
2022-10-16,5,47.0,0.47,2.3499999999999996
2022-10-17,31,47.0,0.47,14.569999999999999
2022-10-18,36,47.0,0.47,16.919999999999998
2022-10-19,30,47.0,0.47,14.1
2022-10-20,27,47.0,0.47,12.69
2022-10-21,27,47.0,0.47,12.69
2022-10-22,6,47.0,0.47,2.82
2022-10-23,5,47.0,0.47,2.3499999999999996
2022-10-24,30,47.0,0.47,14.1
2022-10-25,98,47.0,0.47,46.059999999999995
2022-10-26,100,47.0,0.47,47.0
2022-10-27,67,47.0,0.47,31.49
2022-10-28,48,47.0,0.47,22.56
2022-10-29,11,47.0,0.47,5.17
2022-10-30,6,47.0,0.47,2.82
2022-10-31,34,47.0,0.47,15.979999999999999
2022-11-01,77,35.0,0.35,26.95
2022-11-02,84,35.0,0.35,29.4
2022-11-03,82,35.0,0.35,28.7
2022-11-04,93,35.0,0.35,32.55
2022-11-05,23,35.0,0.35,8.049999999999999
2022-11-06,14,35.0,0.35,4.8999999999999995
2022-11-07,77,35.0,0.35,26.95
2022-11-08,79,35.0,0.35,27.65
2022-11-09,67,35.0,0.35,23.45
2022-11-10,100,35.0,0.35,35.0
2022-11-11,84,35.0,0.35,29.4
2022-11-12,25,35.0,0.35,8.75
2022-11-13,12,35.0,0.35,4.199999999999999
2022-11-14,67,35.0,0.35,23.45
2022-11-15,73,35.0,0.35,25.549999999999997
2022-11-16,71,35.0,0.35,24.849999999999998
2022-11-17,63,35.0,0.35,22.049999999999997
2022-11-18,54,35.0,0.35,18.9
2022-11-19,19,35.0,0.35,6.6499999999999995
2022-11-20,14,35.0,0.35,4.8999999999999995
2022-11-21,58,35.0,0.35,20.299999999999997
2022-11-22,60,35.0,0.35,21.0
2022-11-23,59,35.0,0.35,20.65
2022-11-24,19,35.0,0.35,6.6499999999999995
2022-11-25,40,35.0,0.35,14.0
2022-11-26,12,35.0,0.35,4.199999999999999
2022-11-27,8,35.0,0.35,2.8
2022-11-28,58,35.0,0.35,20.299999999999997
2022-11-29,54,35.0,0.35,18.9
2022-11-30,68,35.0,0.35,23.799999999999997
2022-12-01,98,30.0,0.3,29.4
2022-12-02,77,30.0,0.3,23.099999999999998
2022-12-03,25,30.0,0.3,7.5
2022-12-04,17,30.0,0.3,5.1
2022-12-05,69,30.0,0.3,20.7
2022-12-06,80,30.0,0.3,24.0
2022-12-07,79,30.0,0.3,23.7
2022-12-08,94,30.0,0.3,28.2
2022-12-09,80,30.0,0.3,24.0
2022-12-10,29,30.0,0.3,8.7
2022-12-11,12,30.0,0.3,3.5999999999999996
2022-12-12,88,30.0,0.3,26.4
2022-12-13,100,30.0,0.3,30.0
2022-12-14,87,30.0,0.3,26.099999999999998
2022-12-15,94,30.0,0.3,28.2
2022-12-16,83,30.0,0.3,24.9
2022-12-17,29,30.0,0.3,8.7
2022-12-18,14,30.0,0.3,4.2
2022-12-19,76,30.0,0.3,22.8
2022-12-20,82,30.0,0.3,24.599999999999998
2022-12-21,83,30.0,0.3,24.9
2022-12-22,87,30.0,0.3,26.099999999999998
2022-12-23,81,30.0,0.3,24.3
2022-12-24,25,30.0,0.3,7.5
2022-12-25,15,30.0,0.3,4.5
2022-12-26,19,30.0,0.3,5.7
2022-12-27,87,30.0,0.3,26.099999999999998
2022-12-28,82,30.0,0.3,24.599999999999998
2022-12-29,90,30.0,0.3,27.0
2022-12-30,76,30.0,0.3,22.8
2022-12-31,21,30.0,0.3,6.3
2023-01-01,3,50.0,0.5,1.5
2023-01-02,5,50.0,0.5,2.5
2023-01-03,18,50.0,0.5,9.0
2023-01-04,35,50.0,0.5,17.5
2023-01-05,31,50.0,0.5,15.5
2023-01-06,32,50.0,0.5,16.0
2023-01-07,8,50.0,0.5,4.0
2023-01-08,6,50.0,0.5,3.0
2023-01-09,24,50.0,0.5,12.0
2023-01-10,27,50.0,0.5,13.5
2023-01-11,27,50.0,0.5,13.5
2023-01-12,26,50.0,0.5,13.0
2023-01-13,24,50.0,0.5,12.0
2023-01-14,8,50.0,0.5,4.0
2023-01-15,4,50.0,0.5,2.0
2023-01-16,7,50.0,0.5,3.5
2023-01-17,29,50.0,0.5,14.5
2023-01-18,44,50.0,0.5,22.0
2023-01-19,30,50.0,0.5,15.0
2023-01-20,28,50.0,0.5,14.0
2023-01-21,9,50.0,0.5,4.5
2023-01-22,6,50.0,0.5,3.0
2023-01-23,33,50.0,0.5,16.5
2023-01-24,94,50.0,0.5,47.0
2023-01-25,100,50.0,0.5,50.0
2023-01-26,41,50.0,0.5,20.5
2023-01-27,35,50.0,0.5,17.5
2023-01-28,9,50.0,0.5,4.5
2023-01-29,6,50.0,0.5,3.0
2023-01-30,24,50.0,0.5,12.0
2023-01-31,26,50.0,0.5,13.0
2023-02-01,53,48.0,0.48,25.439999999999998
2023-02-02,80,48.0,0.48,38.4
2023-02-03,66,48.0,0.48,31.68
2023-02-04,16,48.0,0.48,7.68
2023-02-05,11,48.0,0.48,5.279999999999999
2023-02-06,41,48.0,0.48,19.68
2023-02-07,81,48.0,0.48,38.879999999999995
2023-02-08,100,48.0,0.48,48.0
2023-02-09,80,48.0,0.48,38.4
2023-02-10,58,48.0,0.48,27.84
2023-02-11,21,48.0,0.48,10.08
2023-02-12,13,48.0,0.48,6.24
2023-02-13,63,48.0,0.48,30.24
2023-02-14,66,48.0,0.48,31.68
2023-02-15,61,48.0,0.48,29.279999999999998
2023-02-16,56,48.0,0.48,26.88
2023-02-17,55,48.0,0.48,26.4
2023-02-18,16,48.0,0.48,7.68
2023-02-19,9,48.0,0.48,4.32
2023-02-20,17,48.0,0.48,8.16
2023-02-21,46,48.0,0.48,22.08
2023-02-22,45,48.0,0.48,21.599999999999998
2023-02-23,43,48.0,0.48,20.64
2023-02-24,41,48.0,0.48,19.68
2023-02-25,13,48.0,0.48,6.24
2023-02-26,6,48.0,0.48,2.88
2023-02-27,41,48.0,0.48,19.68
2023-02-28,41,48.0,0.48,19.68
2023-03-01,55,41.0,0.41,22.549999999999997
2023-03-02,58,41.0,0.41,23.779999999999998
2023-03-03,57,41.0,0.41,23.369999999999997
2023-03-04,20,41.0,0.41,8.2
2023-03-05,14,41.0,0.41,5.739999999999999
2023-03-06,61,41.0,0.41,25.009999999999998
2023-03-07,61,41.0,0.41,25.009999999999998
2023-03-08,59,41.0,0.41,24.189999999999998
2023-03-09,59,41.0,0.41,24.189999999999998
2023-03-10,65,41.0,0.41,26.65
2023-03-11,20,41.0,0.41,8.2
2023-03-12,14,41.0,0.41,5.739999999999999
2023-03-13,73,41.0,0.41,29.93
2023-03-14,70,41.0,0.41,28.7
2023-03-15,88,41.0,0.41,36.08
2023-03-16,98,41.0,0.41,40.18
2023-03-17,100,41.0,0.41,41.0
2023-03-18,26,41.0,0.41,10.66
2023-03-19,18,41.0,0.41,7.38
2023-03-20,91,41.0,0.41,37.309999999999995
2023-03-21,86,41.0,0.41,35.26
2023-03-22,90,41.0,0.41,36.9
2023-03-23,84,41.0,0.41,34.44
2023-03-24,78,41.0,0.41,31.979999999999997
2023-03-25,24,41.0,0.41,9.84
2023-03-26,14,41.0,0.41,5.739999999999999
2023-03-27,85,41.0,0.41,34.85
2023-03-28,68,41.0,0.41,27.88
2023-03-29,77,41.0,0.41,31.569999999999997
2023-03-30,82,41.0,0.41,33.62
2023-03-31,77,41.0,0.41,31.569999999999997
2023-04-01,8,56.0,0.56,4.48
2023-04-02,5,56.0,0.56,2.8000000000000003
2023-04-03,26,56.0,0.56,14.560000000000002
2023-04-04,25,56.0,0.56,14.000000000000002
2023-04-05,22,56.0,0.56,12.32
2023-04-06,25,56.0,0.56,14.000000000000002
2023-04-07,14,56.0,0.56,7.840000000000001
2023-04-08,6,56.0,0.56,3.3600000000000003
2023-04-09,5,56.0,0.56,2.8000000000000003
2023-04-10,24,56.0,0.56,13.440000000000001
2023-04-11,29,56.0,0.56,16.240000000000002
2023-04-12,27,56.0,0.56,15.120000000000001
2023-04-13,27,56.0,0.56,15.120000000000001
2023-04-14,25,56.0,0.56,14.000000000000002
2023-04-15,7,56.0,0.56,3.9200000000000004
2023-04-16,4,56.0,0.56,2.24
2023-04-17,27,56.0,0.56,15.120000000000001
2023-04-18,28,56.0,0.56,15.680000000000001
2023-04-19,27,56.0,0.56,15.120000000000001
2023-04-20,24,56.0,0.56,13.440000000000001
2023-04-21,22,56.0,0.56,12.32
2023-04-22,7,56.0,0.56,3.9200000000000004
2023-04-23,5,56.0,0.56,2.8000000000000003
2023-04-24,28,56.0,0.56,15.680000000000001
2023-04-25,79,56.0,0.56,44.24
2023-04-26,100,56.0,0.56,56.00000000000001
2023-04-27,60,56.0,0.56,33.6
2023-04-28,43,56.0,0.56,24.080000000000002
2023-04-29,10,56.0,0.56,5.6000000000000005
2023-04-30,6,56.0,0.56,3.3600000000000003
2023-05-01,77,52.0,0.52,40.04
2023-05-02,74,52.0,0.52,38.480000000000004
2023-05-03,70,52.0,0.52,36.4
2023-05-04,67,52.0,0.52,34.84
2023-05-05,79,52.0,0.52,41.08
2023-05-06,24,52.0,0.52,12.48
2023-05-07,15,52.0,0.52,7.800000000000001
2023-05-08,64,52.0,0.52,33.28
2023-05-09,67,52.0,0.52,34.84
2023-05-10,75,52.0,0.52,39.0
2023-05-11,81,52.0,0.52,42.120000000000005
2023-05-12,68,52.0,0.52,35.36
2023-05-13,14,52.0,0.52,7.28
2023-05-14,11,52.0,0.52,5.720000000000001
2023-05-15,72,52.0,0.52,37.44
2023-05-16,69,52.0,0.52,35.88
2023-05-17,72,52.0,0.52,37.44
2023-05-18,71,52.0,0.52,36.92
2023-05-19,69,52.0,0.52,35.88
2023-05-20,20,52.0,0.52,10.4
2023-05-21,13,52.0,0.52,6.76
2023-05-22,74,52.0,0.52,38.480000000000004
2023-05-23,78,52.0,0.52,40.56
2023-05-24,81,52.0,0.52,42.120000000000005
2023-05-25,99,52.0,0.52,51.480000000000004
2023-05-26,100,52.0,0.52,52.0
2023-05-27,30,52.0,0.52,15.600000000000001
2023-05-28,19,52.0,0.52,9.88
2023-05-29,21,52.0,0.52,10.92
2023-05-30,87,52.0,0.52,45.24
2023-05-31,88,52.0,0.52,45.760000000000005
2023-06-01,77,46.0,0.46,35.42
2023-06-02,71,46.0,0.46,32.660000000000004
2023-06-03,19,46.0,0.46,8.74
2023-06-04,13,46.0,0.46,5.98
2023-06-05,76,46.0,0.46,34.96
2023-06-06,66,46.0,0.46,30.360000000000003
2023-06-07,73,46.0,0.46,33.58
2023-06-08,67,46.0,0.46,30.82
2023-06-09,67,46.0,0.46,30.82
2023-06-10,18,46.0,0.46,8.280000000000001
2023-06-11,13,46.0,0.46,5.98
2023-06-12,73,46.0,0.46,33.58
2023-06-13,74,46.0,0.46,34.04
2023-06-14,82,46.0,0.46,37.72
2023-06-15,100,46.0,0.46,46.0
2023-06-16,96,46.0,0.46,44.160000000000004
2023-06-17,20,46.0,0.46,9.200000000000001
2023-06-18,14,46.0,0.46,6.44
2023-06-19,31,46.0,0.46,14.26
2023-06-20,77,46.0,0.46,35.42
2023-06-21,61,46.0,0.46,28.060000000000002
2023-06-22,65,46.0,0.46,29.900000000000002
2023-06-23,61,46.0,0.46,28.060000000000002
2023-06-24,12,46.0,0.46,5.5200000000000005
2023-06-25,10,46.0,0.46,4.6000000000000005
2023-06-26,61,46.0,0.46,28.060000000000002
2023-06-27,66,46.0,0.46,30.360000000000003
2023-06-28,64,46.0,0.46,29.44
2023-06-29,63,46.0,0.46,28.98
2023-06-30,67,46.0,0.46,30.82
2023-07-01,8,68.0,0.68,5.44
2023-07-02,5,68.0,0.68,3.4000000000000004
2023-07-03,24,68.0,0.68,16.32
2023-07-04,6,68.0,0.68,4.08
2023-07-05,27,68.0,0.68,18.360000000000003
2023-07-06,30,68.0,0.68,20.400000000000002
2023-07-07,25,68.0,0.68,17.0
2023-07-08,8,68.0,0.68,5.44
2023-07-09,5,68.0,0.68,3.4000000000000004
2023-07-10,29,68.0,0.68,19.720000000000002
2023-07-11,40,68.0,0.68,27.200000000000003
2023-07-12,32,68.0,0.68,21.76
2023-07-13,34,68.0,0.68,23.12
2023-07-14,39,68.0,0.68,26.520000000000003
2023-07-15,10,68.0,0.68,6.800000000000001
2023-07-16,7,68.0,0.68,4.760000000000001
2023-07-17,32,68.0,0.68,21.76
2023-07-18,70,68.0,0.68,47.6
2023-07-19,58,68.0,0.68,39.440000000000005
2023-07-20,36,68.0,0.68,24.48
2023-07-21,37,68.0,0.68,25.16
2023-07-22,8,68.0,0.68,5.44
2023-07-23,6,68.0,0.68,4.08
2023-07-24,43,68.0,0.68,29.240000000000002
2023-07-25,100,68.0,0.68,68.0
2023-07-26,84,68.0,0.68,57.120000000000005
2023-07-27,48,68.0,0.68,32.64
2023-07-28,42,68.0,0.68,28.560000000000002
2023-07-29,8,68.0,0.68,5.44
2023-07-30,7,68.0,0.68,4.760000000000001
2023-07-31,32,68.0,0.68,21.76
2023-08-01,87,42.0,0.42,36.54
2023-08-02,100,42.0,0.42,42.0
2023-08-03,93,42.0,0.42,39.059999999999995
2023-08-04,86,42.0,0.42,36.12
2023-08-05,22,42.0,0.42,9.24
2023-08-06,11,42.0,0.42,4.62
2023-08-07,91,42.0,0.42,38.22
2023-08-08,89,42.0,0.42,37.379999999999995
2023-08-09,72,42.0,0.42,30.24
2023-08-10,86,42.0,0.42,36.12
2023-08-11,71,42.0,0.42,29.82
2023-08-12,17,42.0,0.42,7.14
2023-08-13,12,42.0,0.42,5.04
2023-08-14,76,42.0,0.42,31.919999999999998
2023-08-15,60,42.0,0.42,25.2
2023-08-16,71,42.0,0.42,29.82
2023-08-17,68,42.0,0.42,28.56
2023-08-18,75,42.0,0.42,31.5
2023-08-19,12,42.0,0.42,5.04
2023-08-20,11,42.0,0.42,4.62
2023-08-21,75,42.0,0.42,31.5
2023-08-22,75,42.0,0.42,31.5
2023-08-23,87,42.0,0.42,36.54
2023-08-24,84,42.0,0.42,35.28
2023-08-25,71,42.0,0.42,29.82
2023-08-26,18,42.0,0.42,7.56
2023-08-27,8,42.0,0.42,3.36
2023-08-28,61,42.0,0.42,25.619999999999997
2023-08-29,64,42.0,0.42,26.88
2023-08-30,68,42.0,0.42,28.56
2023-08-31,74,42.0,0.42,31.08
2023-09-01,88,31.0,0.31,27.28
2023-09-02,26,31.0,0.31,8.06
2023-09-03,17,31.0,0.31,5.27
2023-09-04,17,31.0,0.31,5.27
2023-09-05,100,31.0,0.31,31.0
2023-09-06,89,31.0,0.31,27.59
2023-09-07,96,31.0,0.31,29.759999999999998
2023-09-08,96,31.0,0.31,29.759999999999998
2023-09-09,26,31.0,0.31,8.06
2023-09-10,16,31.0,0.31,4.96
2023-09-11,87,31.0,0.31,26.97
2023-09-12,99,31.0,0.31,30.69
2023-09-13,88,31.0,0.31,27.28
2023-09-14,92,31.0,0.31,28.52
2023-09-15,87,31.0,0.31,26.97
2023-09-16,26,31.0,0.31,8.06
2023-09-17,18,31.0,0.31,5.58
2023-09-18,95,31.0,0.31,29.45
2023-09-19,87,31.0,0.31,26.97
2023-09-20,97,31.0,0.31,30.07
2023-09-21,96,31.0,0.31,29.759999999999998
2023-09-22,93,31.0,0.31,28.83
2023-09-23,25,31.0,0.31,7.75
2023-09-24,20,31.0,0.31,6.2
2023-09-25,75,31.0,0.31,23.25
2023-09-26,85,31.0,0.31,26.35
2023-09-27,90,31.0,0.31,27.9
2023-09-28,83,31.0,0.31,25.73
2023-09-29,71,31.0,0.31,22.01
2023-09-30,27,31.0,0.31,8.37
2023-10-01,7,51.0,0.51,3.5700000000000003
2023-10-02,27,51.0,0.51,13.77
2023-10-03,32,51.0,0.51,16.32
2023-10-04,29,51.0,0.51,14.790000000000001
2023-10-05,28,51.0,0.51,14.280000000000001
2023-10-06,28,51.0,0.51,14.280000000000001
2023-10-07,7,51.0,0.51,3.5700000000000003
2023-10-08,5,51.0,0.51,2.55
2023-10-09,28,51.0,0.51,14.280000000000001
2023-10-10,31,51.0,0.51,15.81
2023-10-11,30,51.0,0.51,15.3
2023-10-12,34,51.0,0.51,17.34
2023-10-13,36,51.0,0.51,18.36
2023-10-14,8,51.0,0.51,4.08
2023-10-15,5,51.0,0.51,2.55
2023-10-16,30,51.0,0.51,15.3
2023-10-17,28,51.0,0.51,14.280000000000001
2023-10-18,32,51.0,0.51,16.32
2023-10-19,30,51.0,0.51,15.3
2023-10-20,25,51.0,0.51,12.75
2023-10-21,8,51.0,0.51,4.08
2023-10-22,5,51.0,0.51,2.55
2023-10-23,33,51.0,0.51,16.830000000000002
2023-10-24,100,51.0,0.51,51.0
2023-10-25,93,51.0,0.51,47.43
2023-10-26,53,51.0,0.51,27.03
2023-10-27,40,51.0,0.51,20.4
2023-10-28,8,51.0,0.51,4.08
2023-10-29,7,51.0,0.51,3.5700000000000003
2023-10-30,32,51.0,0.51,16.32
2023-10-31,35,51.0,0.51,17.85
2023-11-01,29,63.0,0.63,18.27
2023-11-02,28,63.0,0.63,17.64
2023-11-03,31,63.0,0.63,19.53
2023-11-04,8,63.0,0.63,5.04
2023-11-05,4,63.0,0.63,2.52
2023-11-06,26,63.0,0.63,16.38
2023-11-07,32,63.0,0.63,20.16
2023-11-08,35,63.0,0.63,22.05
2023-11-09,30,63.0,0.63,18.9
2023-11-10,32,63.0,0.63,20.16
2023-11-11,9,63.0,0.63,5.67
2023-11-12,7,63.0,0.63,4.41
2023-11-13,28,63.0,0.63,17.64
2023-11-14,37,63.0,0.63,23.31
2023-11-15,37,63.0,0.63,23.31
2023-11-16,37,63.0,0.63,23.31
2023-11-17,42,63.0,0.63,26.46
2023-11-18,20,63.0,0.63,12.6
2023-11-19,10,63.0,0.63,6.3
2023-11-20,100,63.0,0.63,63.0
2023-11-21,69,63.0,0.63,43.47
2023-11-22,54,63.0,0.63,34.02
2023-11-23,13,63.0,0.63,8.19
2023-11-24,23,63.0,0.63,14.49
2023-11-25,9,63.0,0.63,5.67
2023-11-26,5,63.0,0.63,3.15
2023-11-27,30,63.0,0.63,18.9
2023-11-28,37,63.0,0.63,23.31
2023-11-29,33,63.0,0.63,20.79
2023-11-30,31,63.0,0.63,19.53
2023-12-01,69,46.0,0.46,31.740000000000002
2023-12-02,20,46.0,0.46,9.200000000000001
2023-12-03,15,46.0,0.46,6.9
2023-12-04,62,46.0,0.46,28.52
2023-12-05,70,46.0,0.46,32.2
2023-12-06,68,46.0,0.46,31.28
2023-12-07,73,46.0,0.46,33.58
2023-12-08,69,46.0,0.46,31.740000000000002
2023-12-09,21,46.0,0.46,9.66
2023-12-10,14,46.0,0.46,6.44
2023-12-11,61,46.0,0.46,28.060000000000002
2023-12-12,69,46.0,0.46,31.740000000000002
2023-12-13,82,46.0,0.46,37.72
2023-12-14,100,46.0,0.46,46.0
2023-12-15,69,46.0,0.46,31.740000000000002
2023-12-16,21,46.0,0.46,9.66
2023-12-17,15,46.0,0.46,6.9
2023-12-18,62,46.0,0.46,28.52
2023-12-19,68,46.0,0.46,31.28
2023-12-20,69,46.0,0.46,31.740000000000002
2023-12-21,65,46.0,0.46,29.900000000000002
2023-12-22,57,46.0,0.46,26.220000000000002
2023-12-23,16,46.0,0.46,7.36
2023-12-24,12,46.0,0.46,5.5200000000000005
2023-12-25,15,46.0,0.46,6.9
2023-12-26,61,46.0,0.46,28.060000000000002
2023-12-27,66,46.0,0.46,30.360000000000003
2023-12-28,65,46.0,0.46,29.900000000000002
2023-12-29,51,46.0,0.46,23.46
2023-12-30,18,46.0,0.46,8.280000000000001
2023-12-31,10,46.0,0.46,4.6000000000000005
