Date,PX_LAST,Change,% Change,PX_OPEN,Change.1,% Change.1,PX_HIGH,Change.2,% Change.2,PX_LOW,Change.3,% Change.3
2023-12-29,294.3064,-1.204400000000021,-0.4075654764563667,295.4809,-0.029899999999997817,-0.010118073518801281,296.8595,1.348700000000008,0.4563961790905808,291.8478,-3.663000000000011,-1.239548605330164
2023-12-28,295.5108,-1.234299999999962,-0.41594621107474467,295.7298,-1.015299999999968,-0.34214549793744464,297.8201,1.0750000000000455,0.3622637745324339,294.6747,-2.0704000000000065,-0.6977031802715552
2023-12-27,296.7451,2.478499999999997,0.8422634441013682,294.2666,0.0,0.0,297.7703,3.5037000000000376,1.190655004679443,293.3707,-0.8958999999999833,-0.30445181342360406
2023-12-26,294.2666,5.245699999999999,1.8149898502149844,290.2452,1.224300000000028,0.4236025837577933,295.7197,6.698800000000006,2.317756259149427,289.658,0.6371000000000322,0.22043388557714416
2023-12-22,289.0209,0.28870000000000573,0.0999888477973727,288.9711,0.238900000000001,0.08274103130859704,291.4795,2.7472999999999956,0.9515045429640323,287.5775,-1.1546999999999912,-0.39992075701982366
2023-12-21,288.7322,0.35829999999998563,0.12424841499178173,288.563,0.18909999999999627,0.06557458910116216,289.3892,1.0153000000000247,0.3520776325458111,285.2782,-3.0956999999999653,-1.0735021442647776
2023-12-20,288.3739,-3.2350000000000136,-1.1093625743247253,290.5836,-1.0253000000000156,-0.35160106567392685,296.8944,5.285500000000013,1.8125304131664064,288.1847,-3.424199999999985,-1.1742439959822848
2023-12-19,291.6089,7.216600000000028,2.53755112216471,285.4773,1.0850000000000364,0.3815152519952321,291.6785,7.286200000000008,2.562024358606055,284.8402,0.4479000000000042,0.15749371554715239
2023-12-18,284.3923,-0.029899999999997817,-0.010512540863546454,285.4176,0.9954000000000178,0.3499726814573609,287.544,3.1218000000000075,1.097593647753237,283.2576,-1.1645999999999503,-0.4094617086851696
2023-12-15,284.4222,0.5673999999999637,0.19989093015159992,278.8082,-5.046600000000012,-1.7778808038476053,285.527,1.6721999999999753,0.5891040066963726,278.6886,-5.1662000000000035,-1.8200150217646498
2023-12-14,283.8548,17.1207,6.418639386565122,271.1935,4.45939999999996,1.6718522303672307,284.1435,17.409400000000005,6.526874516606615,269.3022,2.5681000000000154,0.9627940334587948
2023-12-13,266.7341,6.509799999999984,2.5016111101076968,260.1944,-0.02990000000005466,-0.011490087589842555,266.9929,6.768599999999992,2.6010637745975265,258.0842,-2.140100000000018,-0.8224059013704784
2023-12-12,260.2243,0.5076999999999998,0.19548230648329748,258.7909,-0.9257000000000062,-0.3564269669324202,261.2794,1.5627999999999815,0.6017328118418235,257.9249,-1.7917000000000485,-0.6898673400160207
2023-12-11,259.7166,1.4134000000000242,0.547186407291905,258.6416,0.3383999999999787,0.13100882993318655,261.0305,2.727300000000014,1.0558521923073403,258.3032,0.0,0.0
2023-12-08,258.3032,2.0803999999999974,0.81194960011365,256.193,-0.02980000000002292,-0.011630502828016444,260.4333,4.210499999999968,1.6432963811182952,255.8147,-0.4081000000000188,-0.15927544309094224
2023-12-07,256.2228,1.4333000000000027,0.5625428049429049,256.0237,1.2342000000000155,0.48439986734147816,258.1837,3.3941999999999837,1.3321585073168178,254.6299,-0.15960000000001173,-0.06263994395373897
2023-12-06,254.7895,0.7763999999999953,0.30565352731807743,255.6156,1.602499999999992,0.6308729746615399,259.8062,5.793099999999981,2.2806304084316835,254.393,0.37989999999999213,0.14955921564674898
2023-12-05,254.0131,0.4380000000000166,0.17272989343197206,252.6096,-0.9654999999999916,-0.38075505047616726,256.0138,2.4387000000000114,0.9617269203482564,252.6096,-0.9654999999999916,-0.38075505047616726
2023-12-04,253.5751,-2.000699999999995,-0.7828205956902002,252.4005,-3.175299999999993,-1.242410275151244,254.3515,-1.2242999999999995,-0.47903596506398477,251.2558,-4.319999999999993,-1.6903008813823506
2023-12-01,255.5758,6.012099999999975,2.4090442640496095,250.7482,1.1844999999999857,0.474628321346408,256.2527,6.688999999999993,2.680277620503299,249.8523,0.2886000000000024,0.11564181810095074
2023-11-30,249.5637,1.2642000000000166,0.5091431919919358,249.8822,1.5827000000000169,0.6374157016023057,250.3401,2.040600000000012,0.8218300882603518,246.697,-1.602499999999992,-0.6453899423881209
2023-11-29,248.2995,1.9410000000000025,0.7878762047991048,248.5285,2.170000000000016,0.8808301722895764,250.4197,4.061200000000014,1.6484919335034163,247.1648,0.8063000000000216,0.3272872663212439
2023-11-28,246.3585,0.10949999999999704,0.0444671856535446,246.5974,0.34839999999999804,0.1414828080520116,247.7222,1.4731999999999914,0.5982562365735461,244.8754,-1.373599999999982,-0.5578093718147006
2023-11-27,246.249,0.029799999999994498,0.012103036643768845,245.821,-0.3982000000000028,-0.16172581179696904,247.0702,0.8509999999999991,0.3456269860352073,245.184,-1.0352000000000032,-0.42043837361180736
2023-11-24,246.2192,1.3437999999999874,0.5487688840937013,245.612,0.7365999999999815,0.3008060425832817,247.7521,2.8766999999999996,1.1747607150412003,245.5622,0.6867999999999768,0.280469169218295
2023-11-22,244.8754,-3.384299999999996,-1.3632095744899377,240.7246,-7.5351,-3.035168414366085,246.4879,-1.7718000000000131,-0.7136881257811932,240.6948,-7.564900000000023,-3.0471719735422313
