Date,PX_LAST,Change,% Change,PX_VOLUME,Change.1,% Change.1
2023-10-10,21.6173,0.10620000000000118,0.4936986021170521,7742944,125964.0,1.6537262799692267
2023-10-09,21.5111,0.44429999999999836,2.109005639204807,7616980,-2237300.0,-22.703840361751443
2023-10-06,21.0668,-0.3573999999999984,-1.668206980890761,9854280,1611105.0,19.544714263618083
2023-10-05,21.4242,-0.10620000000000118,-0.49325604726340977,8243175,-2763265.0,-25.105892550179714
2023-10-04,21.5304,-0.251100000000001,-1.152813167137254,11006440,-2080585.0,-15.898074619709217
2023-10-03,21.7815,0.1255000000000024,0.5795160694495862,13087025,169625.0,1.313151253348197
2023-10-02,21.656,0.17389999999999972,0.8095111744196318,12917400,-12745970.0,-49.666002555393156
2023-09-29,21.4821,1.2942999999999998,6.411297912600679,25663370,18371885.0,251.96355749206094
2023-09-28,20.1878,-0.11589999999999989,-0.5708319173352635,7291485,-2891368.0,-28.394478443320356
2023-09-27,20.3037,-0.10620000000000118,-0.5203357194302822,10182853,2612389.0,34.507647087417624
2023-09-26,20.4099,-0.20289999999999964,-0.9843398276798865,7570464,679432.0,9.859655273694855
2023-09-25,20.6128,0.21249999999999858,1.0416513482644794,6891032,-2540229.0,-26.934139559916748
2023-09-22,20.4003,-0.31869999999999976,-1.5382016506588143,9431261,1402034.0,17.46163111343097
2023-09-21,20.719,-0.3766999999999996,-1.7856719615845864,8029227,-345743.0,-4.128289414768053
2023-09-20,21.0957,-0.18359999999999843,-0.8628103368061846,8374970,-2226830.0,-21.00426342696523
2023-09-19,21.2793,-0.1545000000000023,-0.7208241189149954,10601800,-974936.0,-8.421510173506592
2023-09-18,21.4338,-0.2221999999999973,-1.0260435906907892,11576736,-10153319.0,-46.724773591231134
2023-09-15,21.656,-0.05790000000000006,-0.26664947337880374,21730055,7732566.0,55.24252242670096
2023-09-14,21.7139,0.5601999999999983,2.648236478724754,13997489,1173941.0,9.15457250988572
2023-09-13,21.1537,0.17389999999999972,0.8288925537898346,12823548,-5002902.0,-28.064488442735374
2023-09-12,20.9798,0.2801000000000009,1.3531597076286173,17826450,-10481869.0,-37.027521839074936
2023-09-11,20.6997,-0.5409000000000006,-2.5465382333832407,28308319,13829611.0,95.51688589893519
2023-09-08,21.2406,-0.04830000000000112,-0.22687879599228292,14478708,-6384663.0,-30.602259816977803
2023-09-07,21.2889,-0.5795999999999992,-2.6503875437272755,20863371,3608343.0,20.911835089459142
2023-09-06,21.8685,-0.08689999999999998,-0.3958023994097123,17255028,-6584161.0,-27.619064557942806
2023-09-05,21.9554,-0.6761999999999979,-2.9878576857137715,23839189,-9395568.0,-28.270307497659754
2023-09-01,22.6316,-1.8159000000000027,-7.4277533490132015,33234757,22440307.0,207.88745142179545
2023-08-31,24.4475,-0.28009999999999735,-1.1327423607628615,10794450,4910798.0,83.46513355990463
2023-08-30,24.7276,0.05790000000000006,0.23470086786624914,5883652,-1008901.0,-14.637551571964698
2023-08-29,24.6697,0.3573999999999984,1.470037799796804,6892553,-1389700.0,-16.779250766669406
2023-08-28,24.3123,-0.08689999999999998,-0.3561592183350273,8282253,-2655563.0,-24.278731695614553
2023-08-25,24.3992,-0.05799999999999983,-0.237148978623881,10937816,-2231427.0,-16.94423134268234
2023-08-24,24.4572,-1.1784,-4.596732668632682,13169243,7026755.0,114.39590927975765
2023-08-23,25.6356,0.0,0.0,6142488,-3036315.0,-33.079640123009504
2023-08-22,25.6356,0.09659999999999869,0.3782450370022267,9178803,2345724.0,34.328945999307194
2023-08-21,25.539,-0.09659999999999869,-0.3768197350559327,6833079,-2106495.0,-23.563706726964842
2023-08-18,25.6356,-0.1352000000000011,-0.5246247691185415,8939574,-4529404.0,-33.62841635052043
2023-08-17,25.7708,-0.9772999999999996,-3.6537174603055904,13468978,7359996.0,120.47827281206591
2023-08-16,26.7481,-0.3890999999999991,-1.4338251551375938,6108982,295745.0,5.087440955873638
2023-08-15,27.1372,-0.44590000000000174,-1.6165695661473936,5813237,369245.0,6.782614669529272
2023-08-14,27.5831,-0.26569999999999894,-0.9540806067047733,5443992,978701.0,21.91796682455858
2023-08-11,27.8488,0.113900000000001,0.4106739162571381,4465291,-1617205.0,-26.587851434674185
2023-08-10,27.7349,-0.02850000000000108,-0.10265313326178019,6082496,-377372.0,-5.841791194494996
2023-08-09,27.7634,-0.25619999999999976,-0.9143599480363737,6459868,-1583703.0,-19.689053531074695
2023-08-08,28.0196,-0.3321000000000005,-1.1713583312464526,8043571,3208070.0,66.34410788044507
2023-08-07,28.3517,0.019000000000001904,0.06706032252486316,4835501,-1655757.0,-25.50749022762614
2023-08-04,28.3327,-0.4269999999999996,-1.4847164608810233,6491258,139586.0,2.1976260738904654
2023-08-03,28.7597,-0.3415999999999997,-1.1738307223388635,6351672,-3174238.0,-33.32214979986164
2023-08-02,29.1013,1.0437999999999974,3.7202174106744983,9525910,2988455.0,45.712819438145274
2023-08-01,28.0575,-0.37959999999999994,-1.3348759191338073,6537455,-3716878.0,-36.246901675613614
2023-07-31,28.4371,0.16130000000000067,0.5704524717249403,10254333,-1070760.0,-9.45475679537466
2023-07-28,28.2758,-0.7875000000000014,-2.7096028324381654,11325093,3065210.0,37.10960554768149
2023-07-27,29.0633,-0.20879999999999654,-0.7133072106203401,8259883,2411629.0,41.23673492977562
2023-07-26,29.2721,0.15179999999999794,0.521285838401383,5848254,-198343.0,-3.280241762432654
2023-07-25,29.1203,0.04749999999999943,0.1633829558900396,6046597,-265072.0,-4.199713261262591
2023-07-24,29.0728,0.17079999999999984,0.5909625631444185,6311669,-11231901.0,-64.02289271795877
2023-07-21,28.902,0.20870000000000033,0.7273474992419845,17543570,10217761.0,139.47621348031322
2023-07-20,28.6933,0.2942,1.0359483223059887,7325809,1170610.0,19.018231579515138
2023-07-19,28.3991,0.3321000000000005,1.183240104036771,6155199,-100754.0,-1.61053000238333
2023-07-18,28.067,0.436399999999999,1.5794083371334644,6255953,-183966.0,-2.856650836757419
2023-07-17,27.6306,-0.07589999999999719,-0.27394293757781457,6439919,-3098120.0,-32.481729210794796
2023-07-14,27.7065,-0.5123000000000033,-1.8154563624250615,9538039,-1395779.0,-12.765705447081706
2023-07-13,28.2188,-0.5503999999999998,-1.9131571263712572,10933818,3361530.0,44.392527067116305
2023-07-12,28.7692,-0.23719999999999786,-0.8177505653924577,7572288,-1243531.0,-14.105677532626293
2023-07-11,29.0064,0.7400999999999982,2.6183122658430644,8815819,269250.0,3.150387014953018
2023-07-10,28.2663,0.6547000000000018,2.3711048979414517,8546569,-2547154.0,-22.9603172893356
2023-07-07,27.6116,-0.009499999999999176,-0.03439399589444003,11093723,1201752.0,12.148761859491906
2023-07-06,27.6211,-0.1423000000000023,-0.5125452934438949,9891971,818282.0,9.018184334949105
2023-07-05,27.7634,0.22770000000000223,0.8269264990539635,9073689,2107115.0,30.24607217263464
2023-07-03,27.5357,0.5028999999999968,1.86033263294959,6966574,-5909196.0,-45.89392323721222
2023-06-30,27.0328,0.113900000000001,0.423122787335296,12875770,-2839654.0,-18.06921658620219
2023-06-29,26.9189,-0.6737000000000002,-2.4415966599740515,15715424,-2659753.0,-14.474706828674357
2023-06-28,27.5926,0.4175000000000004,1.5363328929792361,18375177,-28553073.0,-60.84410349842579
2023-06-27,27.1751,-2.7990999999999993,-9.338364326654252,46928250,35416802.0,307.6659165727891
2023-06-26,29.9742,0.18029999999999902,0.6051574315547781,11511448,-4337613.0,-27.368264908564615
2023-06-23,29.7939,-0.46499999999999986,-1.536737951478738,15849061,9899552.0,166.3927561081091
2023-06-22,30.2589,0.31310000000000215,1.0455556371845207,5949509,-4438295.0,-42.726017934108114
2023-06-21,29.9458,-0.7875000000000014,-2.5623672043028294,10387804,-931902.0,-8.232563637253476
2023-06-20,30.7333,-0.26569999999999894,-0.8571244233684924,11319706,-4700981.0,-29.34319233625874
2023-06-16,30.999,0.6167999999999978,2.030136066512622,16020687,7447206.0,86.86327058985727
2023-06-15,30.3822,0.483900000000002,1.6184866698106648,8573481,-115083.0,-1.324534180792131
2023-06-14,29.8983,-0.4175000000000004,-1.3771696607049804,8688564,2173023.0,33.351382486887886
2023-06-13,30.3158,0.29410000000000025,0.9796247381061041,6515541,706802.0,12.167907699072035
2023-06-12,30.0217,0.2088000000000001,0.7003679615200135,5808739,-421868.0,-6.7708972817576205
2023-06-09,29.8129,-0.40800000000000125,-1.3500590650841016,6230607,1818402.0,41.21299894270552
2023-06-08,30.2209,-0.07590000000000074,-0.25052150722188726,4412205,-2006192.0,-31.25690106112165
2023-06-07,30.2968,0.37950000000000017,1.268496822908485,6418397,1982326.0,44.68652553126404
2023-06-06,29.9173,0.2657000000000025,0.8960730618246655,4436071,-2615160.0,-37.087992153426825
2023-06-05,29.6516,0.05689999999999884,0.19226415540620057,7051231,-161094.0,-2.2335931894361387
2023-06-02,29.5947,0.8254999999999981,2.8693880956022344,7212325,-496925.0,-6.445828063689723
2023-06-01,28.7692,-0.047399999999999665,-0.1644885239757628,7709250,-2883844.0,-27.223812042071938
2023-05-31,28.8166,0.4175000000000004,1.470117010750342,10593094,3085233.0,41.09336867051748
2023-05-30,28.3991,-0.07590000000000074,-0.26654960491659613,7507861,238208.0,3.2767451211220124
2023-05-26,28.475,0.03790000000000049,0.1332765999345942,7269653,-1611987.0,-18.149654793484086
2023-05-25,28.4371,-0.7779999999999987,-2.663006458988669,8881640,2033467.0,29.693569365143084
2023-05-24,29.2151,-0.7685999999999993,-2.5633927767420275,6848173,-637277.0,-8.51354293997021
2023-05-23,29.9837,0.38899999999999935,1.3144245422322218,7485450,-2748325.0,-26.855437021040622
2023-05-22,29.5947,-0.08539999999999992,-0.287734879599462,10233775,5377058.0,110.71384229305517
2023-05-19,29.6801,-0.17079999999999984,-0.572177053288175,4856717,-1683484.0,-25.740554456965466
2023-05-18,29.8509,-0.0948999999999991,-0.3169058766170852,6540201,-1110950.0,-14.520037573431763
2023-05-17,29.9458,0.6448999999999998,2.2009562846192434,7651151,2595713.0,51.344967537926486
2023-05-16,29.3009,-0.1402000000000001,-0.47620503309998646,5055438,-1295829.0,-20.402685007574078
2023-05-15,29.4411,0.4018999999999977,1.383991294526012,6351267,1500085.0,30.9220515742349
2023-05-12,29.0392,-0.09339999999999904,-0.32060303577435256,4851182,-489998.0,-9.173965303547156
2023-05-11,29.1326,-0.3926000000000016,-1.329711568422912,5341180,-1543468.0,-22.418982059794487
2023-05-10,29.5252,0.1402000000000001,0.47711417389824773,6884648,-1066922.0,-13.41775272053192
2023-05-09,29.385,-0.2055999999999969,-0.6948152453819689,7951570,930507.0,13.253078629261694
2023-05-08,29.5906,-0.476700000000001,-1.5854433221473196,7021063,354180.0,5.312527608479105
2023-05-05,30.0673,0.5794999999999995,1.965219514511084,6666883,-402926.0,-5.699248735008259
2023-05-04,29.4878,-0.38319999999999865,-1.2828495865555176,7069809,-7079043.0,-50.03263162269278
2023-05-03,29.871,-1.439300000000003,-4.596889841362117,14148852,5158724.0,57.38209734054954
2023-05-02,31.3103,-1.0374999999999979,-3.20732785537192,8990128,3861891.0,75.30640647068378
2023-05-01,32.3478,-0.5981000000000023,-1.8154003988356737,5128237,-6750685.0,-56.82910452648818
2023-04-28,32.9459,0.1401000000000039,0.42705862987643617,11878922,5838395.0,96.65373567571174
2023-04-27,32.8058,0.271099999999997,0.8332641764024165,6040527,2466958.0,69.03345087222326
2023-04-26,32.5347,-0.0747999999999962,-0.2293810086017762,3573569,-790458.0,-18.11304100547499
2023-04-25,32.6095,-0.5701000000000036,-1.7182244511688012,4364027,1873803.0,75.24636337935864
2023-04-24,33.1796,0.2150000000000034,0.6522148001189259,2490224,-2290377.0,-47.909813013050034
2023-04-21,32.9646,-0.09350000000000591,-0.2828353716638461,4780601,-6771369.0,-58.61657362337333
2023-04-20,33.0581,0.5046999999999997,1.5503756904040735,11551970,5213354.0,82.24751270624375
2023-04-19,32.5534,-0.7009999999999934,-2.1079917244033677,6338616,1487798.0,30.671074445588353
2023-04-18,33.2544,-0.3364000000000047,-1.0014646867594839,4850818,506751.0,11.665358752523845
2023-04-17,33.5908,0.5793999999999997,1.7551512507800326,4344067,537953.0,14.133917165907274
2023-04-14,33.0114,-0.4298999999999964,-1.285536148415272,3806114,-943370.0,-19.862578755923803
2023-04-13,33.4413,0.0840999999999994,0.2521194824505636,4749484,-545532.0,-10.302745071969566
2023-04-12,33.3572,-0.579500000000003,-1.7075908971703289,5295016,620358.0,13.270660655816961
2023-04-11,33.9367,0.1963000000000008,0.5817951180187574,4674658,-966016.0,-17.1258966570307
2023-04-10,33.7404,0.2991000000000028,0.8944030285904041,5640674,8541.0,0.15164769724010424
2023-04-06,33.4413,-0.3177999999999983,-0.9413758068194896,5632133,-3003782.0,-34.78244054046387
2023-04-05,33.7591,0.2523999999999944,0.7532821793850017,8635915,1553902.0,21.941529901173578
2023-04-04,33.5067,0.3644999999999996,1.0998062892626306,7082013,-2595953.0,-26.82333250602451
2023-04-03,33.1422,0.8225000000000051,2.544887483485321,9677966,2969810.0,44.27162993824234
2023-03-31,32.3197,-0.046800000000004616,-0.14459394744567566,6708156,-1328417.0,-16.52964516094111
2023-03-30,32.3665,0.4487000000000023,1.4057986452700446,8036573,1114155.0,16.09488187509047
2023-03-29,31.9178,0.3083999999999989,0.9756591393699308,6922418,-6071214.0,-46.72453398710999
2023-03-28,31.6094,0.8225000000000016,2.671590838960732,12993632,3979250.0,44.14334781907401
2023-03-27,30.7869,0.2242999999999995,0.7339035291500052,9014382,908390.0,11.206401388010253
2023-03-24,30.5626,0.34580000000000055,1.1443964946652212,8105992,526271.0,6.94314474107952
2023-03-23,30.2168,-0.15889999999999915,-0.5231155166794482,7579721,-132397.0,-1.716739811294381
2023-03-22,30.3757,-0.9720000000000013,-3.10070595290883,7712118,170649.0,2.2628084793559453
2023-03-21,31.3477,0.32709999999999795,1.0544605842569064,7541469,2052767.0,37.399862481147636
2023-03-20,31.0206,0.26170000000000115,0.8508106596789909,5488702,-11735554.0,-68.13388049968603
2023-03-17,30.7589,-0.46729999999999805,-1.4964997341975588,17224256,9836698.0,133.15222702820066
2023-03-16,31.2262,-0.12150000000000105,-0.3875882441136066,7387558,-96540.0,-1.2899350061958035
2023-03-15,31.3477,0.23359999999999914,0.7507850138683078,7484098,411786.0,5.822508961708703
2023-03-14,31.1141,-0.26170000000000115,-0.8340823182197781,7072312,-1829048.0,-20.54796121042178
2023-03-13,31.3758,0.28980000000000317,0.9322524609148916,8901360,290150.0,3.3694451766941
2023-03-10,31.086,-0.028100000000002012,-0.09031275209632293,8611210,1169001.0,15.70771527647235
2023-03-09,31.1141,-1.1122000000000014,-3.4512184147730314,7442209,2839953.0,61.707845022093515
2023-03-08,32.2263,0.31780000000000186,0.9959728598962717,4602256,-3210176.0,-41.09061045267338
2023-03-07,31.9085,-1.2243999999999993,-3.6954205638504307,7812432,259034.0,3.429370463465582
2023-03-06,33.1329,-0.5981000000000023,-1.773146363878931,7553398,2136052.0,39.42986104265816
2023-03-03,33.731,0.6634999999999991,2.006501852271865,5417346,760857.0,16.339714321240745
2023-03-02,33.0675,0.16830000000000211,0.511562591187634,4656489,-290372.0,-5.869823308154404
2023-03-01,32.8992,-0.3083999999999989,-0.9287030679723886,4946861,-3900176.0,-44.08454491599843
2023-02-28,33.2076,0.1308000000000007,0.39544333188216724,8847037,3266896.0,58.545043933477665
2023-02-27,33.0768,-0.3832000000000022,-1.1452480573819552,5580141,1512992.0,37.20030911087841
2023-02-24,33.46,-0.3832000000000022,-1.132280635400914,4067149,-425265.0,-9.466291397008378
2023-02-23,33.8432,0.1215000000000046,0.36030211999989503,4492414,484933.0,12.100693677649376
2023-02-22,33.7217,-0.07480000000000331,-0.22132469338541952,4007481,-903137.0,-18.391514061977535
2023-02-21,33.7965,-0.5608000000000004,-1.6322586466340498,4910618,718362.0,17.13545165180752
2023-02-17,34.3573,0.4113000000000042,1.2116302362575981,4192256,-854750.0,-16.935783313909276
2023-02-16,33.946,-0.1869000000000014,-0.5475655452657154,5047006,-722727.0,-12.526177554489957
2023-02-15,34.1329,0.2336000000000027,0.6890997749216141,5769733,657847.0,12.868968517686037
2023-02-14,33.8993,-0.33210000000000406,-0.9701618981403157,5111886,-386680.0,-7.03237898753966
2023-02-13,34.2314,0.516600000000004,1.5322647620629635,5498566,-1111488.0,-16.81511225173047
2023-02-10,33.7148,0.6825999999999937,2.066468476214099,6610054,-336316.0,-4.841607918956232
2023-02-09,33.0322,-0.6917999999999935,-2.0513580832641254,6946370,1609839.0,30.166394611031023
2023-02-08,33.724,-0.16610000000000014,-0.49011363200462715,5336531,-1605396.0,-23.126085883645853
2023-02-07,33.8901,0.42439999999999856,1.2681641202783702,6941927,654775.0,10.414492921437242
2023-02-06,33.4657,-0.7471999999999994,-2.1839715428975603,6287152,349900.0,5.893298785364004
2023-02-03,34.2129,-0.5718999999999994,-1.6441089211379667,5937252,-891860.0,-13.05967745147539
2023-02-02,34.7848,0.4888999999999939,1.42553483069403,6829112,-1134574.0,-14.246844991125968
2023-02-01,34.2959,0.295100000000005,0.8679207548057841,7963686,-4153397.0,-34.27720186450815
2023-01-31,34.0008,0.3044000000000011,0.9033605963841869,12117083,6920964.0,133.19487101815798
2023-01-30,33.6964,-0.5903000000000063,-1.7216588356418268,5196119,-754715.0,-12.682508031647329
2023-01-27,34.2867,0.6180000000000021,1.835532705450469,5950834,1682914.0,39.43171380906858
2023-01-26,33.6687,0.20300000000000296,0.6065912262406075,4267920,-1079671.0,-20.189857451701148
2023-01-25,33.4657,0.3504999999999967,1.0584263419819198,5347591,-669025.0,-11.119622724800784
2023-01-24,33.1152,-0.7102999999999966,-2.099895049592753,6016616,-270946.0,-4.309237825408322
2023-01-23,33.8255,0.7286999999999964,2.2017234294554044,6287562,680585.0,12.13818069879723
2023-01-20,33.0968,0.43359999999999843,1.3274878150334273,5606977,-558242.0,-9.054698624655506
2023-01-19,32.6632,-0.1844999999999999,-0.561683161986988,6165219,-963201.0,-13.51212470645669
2023-01-18,32.8477,-0.6641999999999939,-1.9819825196422582,7128420,308195.0,4.518839187856706
2023-01-17,33.5119,-0.41510000000000247,-1.2235092993780838,6820225,2641334.0,63.20657801316187
2023-01-13,33.927,0.11070000000000135,0.32735692550634266,4178891,-1877228.0,-30.997211250307334
2023-01-12,33.8163,-0.42430000000000234,-1.2391722107673415,6056119,-42612.0,-0.6987027301253327
2023-01-11,34.2406,0.3873999999999995,1.1443526756702453,6098731,-242430.0,-3.823116933949477
2023-01-10,33.8532,0.3229000000000042,0.9630095764129883,6341161,-3093839.0,-32.79108638049814
2023-01-09,33.5303,-0.23980000000000246,-0.7100956171287691,9435000,-574787.0,-5.742250059866409
2023-01-06,33.7701,1.3098000000000027,4.035082855056801,10009787,-9318444.0,-48.21157197469339
2023-01-05,32.4603,-2.121600000000001,-6.135001257883462,19328231,11341195.0,141.9950404630704
2023-01-04,34.5819,0.27669999999999817,0.8065832585147388,7987036,609813.0,8.266159230919277
2023-01-03,34.3052,-0.15680000000000405,-0.45499390633162334,7377223,1970988.0,36.457682657154194
2022-12-30,34.462,-0.10139999999999816,-0.2933739157605969,5406235,154778.0,2.9473344254746827
2022-12-29,34.5634,-0.10150000000000148,-0.2928033832493429,5251457,1242605.0,30.99652967981856
2022-12-28,34.6649,-0.6733999999999938,-1.9055811966053655,4008852,68718.0,1.7440523596405604
2022-12-27,35.3383,-0.29520000000000124,-0.828433917521437,3940134,463229.0,13.32302723255309
2022-12-23,35.6335,0.1753,0.4943849377576979,3476905,-2520406.0,-42.025601140244355
2022-12-22,35.4582,-0.14760000000000417,-0.41453920428695373,5997311,-1084331.0,-15.311858464463468
2022-12-21,35.6058,-0.8577999999999975,-2.3524830241665593,7081642,2364694.0,50.131864926219244
2022-12-20,36.4636,0.19369999999999976,0.5340516516450273,4716948,-719501.0,-13.234760410701913
2022-12-19,36.2699,0.24900000000000233,0.6912653487281061,5436449,-5430671.0,-49.97341521948778
2022-12-16,36.0209,-0.4427000000000021,-1.2140874735352574,10867120,5172727.0,90.83895333532476
2022-12-15,36.4636,-1.0146999999999977,-2.7074333681090064,5694393,1119047.0,24.45819398139507
2022-12-14,37.4783,-0.3689999999999998,-0.9749704734551733,4575346,-1513936.0,-24.862307247389758
2022-12-13,37.8473,-0.027700000000002944,-0.07313531353136091,6089282,-67518.0,-1.0966411122661122
2022-12-12,37.875,0.5812000000000026,1.558435986678758,6156800,-1554012.0,-20.153675125265664
2022-12-09,37.2938,-0.43360000000000554,-1.1492973276716802,7710812,4122940.0,114.91324105207767
2022-12-08,37.7274,0.23060000000000258,0.6149858121226414,3587872,-187737.0,-4.972363398858303
2022-12-07,37.4968,0.055399999999998784,0.14796455260753813,3775609,-550653.0,-12.728147301296131
2022-12-06,37.4414,-0.5718999999999994,-1.5044734342979942,4326262,-175541.0,-3.8993487720364484
2022-12-05,38.0133,-0.24909999999999854,-0.6510307769507364,4501803,-355757.0,-7.323779840084322
2022-12-02,38.2624,0.15679999999999694,0.4114880752435257,4857560,346205.0,7.6740801821182325
2022-12-01,38.1056,-0.1751999999999967,-0.4576706860880564,4511355,-3080465.0,-40.576106915074384
2022-11-30,38.2808,0.3873999999999995,1.0223416214960903,7591820,4378209.0,136.23954486090568
2022-11-29,37.8934,0.24909999999999854,0.6617203666956181,3213611,-1474623.0,-31.453698770155246
2022-11-28,37.6443,-0.7841000000000022,-2.04041802416963,4688234,2462758.0,110.66207858453652
2022-11-25,38.4284,-0.0922999999999945,-0.239611429698823,2225476,-1664039.0,-42.7826862732243
2022-11-23,38.5207,-0.027599999999999625,-0.0715984881304743,3889515,-1807745.0,-31.730077265211698
2022-11-22,38.5483,1.106899999999996,2.9563531278210644,5697260,589450.0,11.540170836425004
2022-11-21,37.4414,0.774799999999999,2.1130947510813627,5107810,-1837285.0,-26.454425749395796
2022-11-18,36.6666,-0.3504999999999967,-0.9468596945735801,6945095,1034612.0,17.504694624787856
2022-11-17,37.0171,-0.23980000000000246,-0.6436391648258509,5910483,1077073.0,22.283915496512815
2022-11-16,37.2569,-0.23989999999999867,-0.6397879285699011,4833410,-1934078.0,-28.578964602523122
2022-11-15,37.4968,0.10150000000000148,0.27142448382551143,6767488,-1534449.0,-18.48302390153045
