Date,PX_LAST,Change,% Change,PX_OPEN,Change.1,% Change.1,PX_HIGH,Change.2,% Change.2,PX_LOW,Change.3,% Change.3
2023-12-29,260.66,0.3100000000000023,0.11907048204340398,260.67,0.3199999999999932,0.12291146533512316,262.22,1.8700000000000045,0.718263875552143,259.561,-0.7890000000000441,-0.30305358171693647
2023-12-28,260.35,-1.75,-0.6676840900419686,261.53,-0.57000000000005,-0.21747424647083174,262.1,0.0,0.0,257.68,-4.420000000000016,-1.6863792445631498
2023-12-27,262.1,-0.6899999999999977,-0.2625670687621286,262.63,-0.160000000000025,-0.06088511739412649,264.66,1.8700000000000045,0.7115948095437439,260.9,-1.8900000000000432,-0.7192054492180232
2023-12-26,262.79,2.3500000000000227,0.9023191522039713,259.8,-0.6399999999999864,-0.2457379818768186,263.76,3.319999999999993,1.2747657809860211,259.54,-0.8999999999999773,-0.34556903701427477
2023-12-22,260.44,-1.579999999999984,-0.6030074040149547,261.83,-0.18999999999999773,-0.07251354858407669,262.842,0.8220000000000027,0.3137165101900629,259.2,-2.819999999999993,-1.0762537210899905
2023-12-21,262.02,1.7699999999999818,0.6801152737752092,265.95,5.699999999999989,2.190201729106624,267.54,7.2900000000000205,2.801152737752169,260.19,-0.060000000000002274,-0.02305475504322854
2023-12-20,260.25,-3.259999999999991,-1.2371447003908735,262.25,-1.259999999999991,-0.4781602216234644,266.13,2.6200000000000045,0.9942696671853078,260.15,-3.3600000000000136,-1.2750939243292527
2023-12-19,263.51,3.099999999999966,1.1904304750201473,261.04,0.6299999999999955,0.241926193310547,265.34,4.92999999999995,1.8931684651126874,260.8,0.38999999999998636,0.14976383395414397
2023-12-18,260.41,-3.859999999999957,-1.4606273886555254,260.63,-3.6399999999999864,-1.3773791955197285,263.13,-1.1399999999999864,-0.4313770007946367,260.25,-4.019999999999982,-1.5211715291179408
2023-12-15,264.27,8.029999999999973,3.133780830471422,255.7,-0.5400000000000205,-0.21073993131440075,265.52,9.279999999999973,3.621604745551035,255.7,-0.5400000000000205,-0.21073993131440075
2023-12-14,256.24,5.3300000000000125,2.1242676656968684,250.91,0.0,0.0,257.12,6.210000000000008,2.4749910326411895,249.26,-1.6500000000000057,-0.6576063130206072
2023-12-13,250.91,2.280000000000001,0.9170252986365286,249.1,0.46999999999999886,0.18903591682419615,251.87,3.240000000000009,1.303141213851912,247.532,-1.0979999999999848,-0.4416200780275851
2023-12-12,248.63,0.549999999999983,0.2217026765559428,247.95,-0.13000000000002387,-0.052402450822325,250.569,2.488999999999976,1.0033053853595517,247.4,-0.6800000000000068,-0.2741051273782678
2023-12-11,248.08,3.380000000000024,1.381283203923181,243.5,-1.1999999999999886,-0.4903964037597011,248.08,3.380000000000024,1.381283203923181,243.31,-1.3899999999999864,-0.5680425010216537
2023-12-08,244.7,7.369999999999976,3.1053806935490567,237.32,-0.010000000000019327,-0.004213542325040798,244.7,7.369999999999976,3.1053806935490567,237.32,-0.010000000000019327,-0.004213542325040798
2023-12-07,237.33,0.44000000000002615,0.18574021697835544,236.9,0.010000000000019327,0.004221368567697803,238.3,1.410000000000025,0.5952129680442505,230.0,-6.889999999999986,-2.9085229431381596
2023-12-06,236.89,2.7299999999999898,1.1658694909463572,234.78,0.6200000000000045,0.2647762213870877,239.23,5.069999999999993,2.165186197471811,234.43,0.27000000000001023,0.1153057738298643
2023-12-05,234.16,-0.710000000000008,-0.3022948865329791,233.54,-1.3300000000000125,-0.5662707029420584,234.74,-0.12999999999999545,-0.05534976795674009,231.49,-3.3799999999999955,-1.4390939668752907
2023-12-04,234.87,1.0,0.4275879762261085,231.3,-2.569999999999993,-1.0989010989010959,234.94,1.0699999999999932,0.4575191345619332,230.07,-3.8000000000000114,-1.6248343096592173
2023-12-01,233.87,2.240000000000009,0.967059534602603,231.77,0.14000000000001478,0.06044122091266882,235.38,3.75,1.6189612744463153,231.38,-0.25,-0.10793075162975435
2023-11-30,231.63,7.199999999999989,3.2081272557144715,225.0,0.5699999999999932,0.25397674107739304,233.0,8.569999999999993,3.818562580760145,224.996,0.5660000000000025,0.2521944481575558
2023-11-29,224.43,2.0600000000000023,0.9263839546701453,223.35,0.9799999999999898,0.44070692989161747,224.99,2.6200000000000045,1.1782164860367876,221.341,-1.0289999999999964,-0.4627422763862015
2023-11-28,222.37,3.069999999999993,1.399908800729591,222.01,2.7099999999999795,1.2357501139990785,224.8,5.5,2.5079799361605106,219.41,0.10999999999998522,0.05015959872320347
